player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,player_name,position,fw_def
Sergei Fedorov (C),totals,67,12,32,44,0.66,66,-2,https://www.eliteprospects.com/player/8619/sergei-fedorov,2005-2006,nhl,Sergei Fedorov,C,FW
Brian Campbell (D),Buffalo Sabres,79,12,32,44,0.56,16,-14,https://www.eliteprospects.com/player/8565/brian-campbell,2005-2006,nhl,Brian Campbell,D,DEF
Jeff Halpern (C),Washington Capitals,70,11,33,44,0.63,79,-8,https://www.eliteprospects.com/player/8776/jeff-halpern,2005-2006,nhl,Jeff Halpern,C,FW
Michal Handzus (C),Philadelphia Flyers,73,11,33,44,0.6,38,-2,https://www.eliteprospects.com/player/8683/michal-handzus,2005-2006,nhl,Michal Handzus,C,FW
Frantisek Kaberle (D),Carolina Hurricanes,77,6,38,44,0.57,46,8,https://www.eliteprospects.com/player/1919/frantisek-kaberle,2005-2006,nhl,Frantisek Kaberle,D,DEF
Philippe Boucher (D),Dallas Stars,66,16,27,43,0.65,77,28,https://www.eliteprospects.com/player/9087/philippe-boucher,2005-2006,nhl,Philippe Boucher,D,DEF
Zdeno Chára (D),Ottawa Senators,71,16,27,43,0.61,135,17,https://www.eliteprospects.com/player/4530/zdeno-chara,2005-2006,nhl,Zdeno Chára,D,DEF
Jaroslav Spacek (D),totals,76,12,31,43,0.57,96,11,https://www.eliteprospects.com/player/1668/jaroslav-spacek,2005-2006,nhl,Jaroslav Spacek,D,DEF
Brad Stuart (D),totals,78,12,31,43,0.55,52,-8,https://www.eliteprospects.com/player/3669/brad-stuart,2005-2006,nhl,Brad Stuart,D,DEF
Tom Preissing (D),San Jose Sharks,74,11,32,43,0.58,26,17,https://www.eliteprospects.com/player/8662/tom-preissing,2005-2006,nhl,Tom Preissing,D,DEF
Jeff Carter (C),Philadelphia Flyers,81,23,19,42,0.52,40,10,https://www.eliteprospects.com/player/8813/jeff-carter,2005-2006,nhl,Jeff Carter,C,FW
Jochen Hecht (C/LW),Buffalo Sabres,64,18,24,42,0.66,34,10,https://www.eliteprospects.com/player/8674/jochen-hecht,2005-2006,nhl,Jochen Hecht,C/LW,FW
Tony Amonte (RW/LW),Calgary Flames,80,14,28,42,0.53,43,3,https://www.eliteprospects.com/player/9065/tony-amonte,2005-2006,nhl,Tony Amonte,RW/LW,FW
Zigmund Pálffy (RW),Pittsburgh Penguins,42,11,31,42,1,12,5,https://www.eliteprospects.com/player/12627/zigmund-palffy,2005-2006,nhl,Zigmund Pálffy,RW,FW
Raffi Torres (LW),Edmonton Oilers,82,27,14,41,0.5,50,4,https://www.eliteprospects.com/player/8857/raffi-torres,2005-2006,nhl,Raffi Torres,LW,FW
Ruslan Fedotenko (LW),Tampa Bay Lightning,80,26,15,41,0.51,44,-4,https://www.eliteprospects.com/player/8638/ruslan-fedotenko,2005-2006,nhl,Ruslan Fedotenko,LW,FW
Chris Kunitz (LW),totals,69,19,22,41,0.59,71,16,https://www.eliteprospects.com/player/8523/chris-kunitz,2005-2006,nhl,Chris Kunitz,LW,FW
Brian Willsie (RW),Washington Capitals,82,19,22,41,0.5,77,-19,https://www.eliteprospects.com/player/8768/brian-willsie,2005-2006,nhl,Brian Willsie,RW,FW
Martin Gélinas (LW),Florida Panthers,82,17,24,41,0.5,80,27,https://www.eliteprospects.com/player/8787/martin-gelinas,2005-2006,nhl,Martin Gélinas,LW,FW
Derek Armstrong (C/RW),Los Angeles Kings,52,13,28,41,0.79,46,-2,https://www.eliteprospects.com/player/8774/derek-armstrong,2005-2006,nhl,Derek Armstrong,C/RW,FW
Petr Cajanek (C),St. Louis Blues,71,10,31,41,0.58,54,-22,https://www.eliteprospects.com/player/8609/petr-cajanek,2005-2006,nhl,Petr Cajanek,C,FW
Jean-Pierre Dumont (RW),Buffalo Sabres,54,20,20,40,0.74,38,-1,https://www.eliteprospects.com/player/8783/jean-pierre-dumont,2005-2006,nhl,Jean-Pierre Dumont,RW,FW
Jan Bulis (C/LW),Montréal Canadiens,73,20,20,40,0.55,50,2,https://www.eliteprospects.com/player/8368/jan-bulis,2005-2006,nhl,Jan Bulis,C/LW,FW
Todd White (C),Minnesota Wild,61,19,21,40,0.66,18,-1,https://www.eliteprospects.com/player/5532/todd-white,2005-2006,nhl,Todd White,C,FW
Colby Armstrong (RW/LW),Pittsburgh Penguins,47,16,24,40,0.85,58,15,https://www.eliteprospects.com/player/9067/colby-armstrong,2005-2006,nhl,Colby Armstrong,RW/LW,FW
Gary Roberts (LW),Florida Panthers,58,14,26,40,0.69,51,4,https://www.eliteprospects.com/player/8936/gary-roberts,2005-2006,nhl,Gary Roberts,LW,FW
Joe Corvo (D),Los Angeles Kings,81,14,26,40,0.49,38,16,https://www.eliteprospects.com/player/9122/joe-corvo,2005-2006,nhl,Joe Corvo,D,DEF
Bill Guerin (RW),Dallas Stars,70,13,27,40,0.57,115,0,https://www.eliteprospects.com/player/9053/bill-guerin,2005-2006,nhl,Bill Guerin,RW,FW
Randy Robitaille (C),Minnesota Wild,67,12,28,40,0.6,54,-5,https://www.eliteprospects.com/player/8822/randy-robitaille,2005-2006,nhl,Randy Robitaille,C,FW
Brett McLean (C),Colorado Avalanche,82,9,31,40,0.49,51,-7,https://www.eliteprospects.com/player/4518/brett-mclean,2005-2006,nhl,Brett McLean,C,FW
Teppo Numminen (D),Buffalo Sabres,75,2,38,40,0.53,36,6,https://www.eliteprospects.com/player/2684/teppo-numminen,2005-2006,nhl,Teppo Numminen,D,DEF
Peter Bondra (RW),Atlanta Thrashers,60,21,18,39,0.65,40,-3,https://www.eliteprospects.com/player/8553/peter-bondra,2005-2006,nhl,Peter Bondra,RW,FW
Chris Clark (RW),Washington Capitals,78,20,19,39,0.5,110,9,https://www.eliteprospects.com/player/8766/chris-clark,2005-2006,nhl,Chris Clark,RW,FW
Chris Gratton (C),Florida Panthers,76,17,22,39,0.51,104,6,https://www.eliteprospects.com/player/9167/chris-gratton,2005-2006,nhl,Chris Gratton,C,FW
Radim Vrbata (RW/LW),totals,61,15,24,39,0.64,22,4,https://www.eliteprospects.com/player/8626/radim-vrbata,2005-2006,nhl,Radim Vrbata,RW/LW,FW
Sean Avery (LW/C),Los Angeles Kings,75,15,24,39,0.52,257,-5,https://www.eliteprospects.com/player/8720/sean-avery,2005-2006,nhl,Sean Avery,LW/C,FW
Rob Niedermayer (RW/C),Mighty Ducks of Anaheim,76,15,24,39,0.51,89,-5,https://www.eliteprospects.com/player/8536/rob-niedermayer,2005-2006,nhl,Rob Niedermayer,RW/C,FW
Ryan Getzlaf (C),Mighty Ducks of Anaheim,57,14,25,39,0.68,22,6,https://www.eliteprospects.com/player/8526/ryan-getzlaf,2005-2006,nhl,Ryan Getzlaf,C,FW
Sheldon Souray (D),Montréal Canadiens,75,12,27,39,0.52,116,-11,https://www.eliteprospects.com/player/4505/sheldon-souray,2005-2006,nhl,Sheldon Souray,D,DEF
Andrej Meszaros (D),Ottawa Senators,82,10,29,39,0.48,61,34,https://www.eliteprospects.com/player/8664/andrej-meszaros,2005-2006,nhl,Andrej Meszaros,D,DEF
Keith Ballard (D),Phoenix Coyotes,82,8,31,39,0.48,99,-18,https://www.eliteprospects.com/player/9072/keith-ballard,2005-2006,nhl,Keith Ballard,D,DEF
Chris Higgins (LW),Montréal Canadiens,80,23,15,38,0.48,26,-1,https://www.eliteprospects.com/player/9051/chris-higgins,2005-2006,nhl,Chris Higgins,LW,FW
Alexei Ponikarovsky (LW),Toronto Maple Leafs,81,21,17,38,0.47,68,15,https://www.eliteprospects.com/player/8658/alexei-ponikarovsky,2005-2006,nhl,Alexei Ponikarovsky,LW,FW
Matt Pettinger (LW),Washington Capitals,71,20,18,38,0.54,39,-2,https://www.eliteprospects.com/player/8769/matt-pettinger,2005-2006,nhl,Matt Pettinger,LW,FW
R.J. Umberger (C/W),Philadelphia Flyers,73,20,18,38,0.52,18,9,https://www.eliteprospects.com/player/8820/r.j.-umberger,2005-2006,nhl,R.J. Umberger,C/W,FW
Jeff O'Neill (RW),Toronto Maple Leafs,74,19,19,38,0.51,64,-19,https://www.eliteprospects.com/player/8938/jeff-o-neill,2005-2006,nhl,Jeff O'Neill,RW,FW
Patrice Brisebois (D),Colorado Avalanche,80,10,28,38,0.48,55,1,https://www.eliteprospects.com/player/8781/patrice-brisebois,2005-2006,nhl,Patrice Brisebois,D,DEF
Jaroslav Modrý (D),Atlanta Thrashers,79,7,31,38,0.48,76,-9,https://www.eliteprospects.com/player/8593/jaroslav-modry,2005-2006,nhl,Jaroslav Modrý,D,DEF
Dan Hamhuis (D),Nashville Predators,82,7,31,38,0.46,70,11,https://www.eliteprospects.com/player/9040/dan-hamhuis,2005-2006,nhl,Dan Hamhuis,D,DEF
Ryan Whitney (D),Pittsburgh Penguins,68,6,32,38,0.56,85,-7,https://www.eliteprospects.com/player/9399/ryan-whitney,2005-2006,nhl,Ryan Whitney,D,DEF
Pavel Kubina (D),Tampa Bay Lightning,76,5,33,38,0.5,96,-12,https://www.eliteprospects.com/player/5519/pavel-kubina,2005-2006,nhl,Pavel Kubina,D,DEF
Wes Walz (C),Minnesota Wild,82,19,18,37,0.45,61,7,https://www.eliteprospects.com/player/8803/wes-walz,2005-2006,nhl,Wes Walz,C,FW
Fernando Pisani (RW),Edmonton Oilers,80,18,19,37,0.46,42,5,https://www.eliteprospects.com/player/8601/fernando-pisani,2005-2006,nhl,Fernando Pisani,RW,FW
Éric Bélanger (C),Los Angeles Kings,65,17,20,37,0.57,62,-5,https://www.eliteprospects.com/player/8758/eric-belanger,2005-2006,nhl,Éric Bélanger,C,FW
Dean McAmmond (LW),St. Louis Blues,78,15,22,37,0.47,32,-25,https://www.eliteprospects.com/player/8972/dean-mcammond,2005-2006,nhl,Dean McAmmond,LW,FW
Sergei Brylin (W/C),New Jersey Devils,82,15,22,37,0.45,46,-4,https://www.eliteprospects.com/player/8697/sergei-brylin,2005-2006,nhl,Sergei Brylin,W/C,FW
Mike Van Ryn (D),Florida Panthers,80,8,29,37,0.46,90,15,https://www.eliteprospects.com/player/8834/mike-van-ryn,2005-2006,nhl,Mike Van Ryn,D,DEF
Paul Martin (D),New Jersey Devils,80,5,32,37,0.46,32,1,https://www.eliteprospects.com/player/8778/paul-martin,2005-2006,nhl,Paul Martin,D,DEF
John Madden (C),New Jersey Devils,82,16,20,36,0.44,36,-7,https://www.eliteprospects.com/player/8723/john-madden,2005-2006,nhl,John Madden,C,FW
Keith Tkachuk (LW),St. Louis Blues,41,15,21,36,0.88,46,-15,https://www.eliteprospects.com/player/8856/keith-tkachuk,2005-2006,nhl,Keith Tkachuk,LW,FW
Stu Barnes (C),Dallas Stars,78,15,21,36,0.46,44,9,https://www.eliteprospects.com/player/9074/stu-barnes,2005-2006,nhl,Stu Barnes,C,FW
Steve Rucchin (C),New York Rangers,72,13,23,36,0.5,10,6,https://www.eliteprospects.com/player/8555/steve-rucchin,2005-2006,nhl,Steve Rucchin,C,FW
Brett Clark (D),Colorado Avalanche,80,9,27,36,0.45,56,3,https://www.eliteprospects.com/player/9113/brett-clark,2005-2006,nhl,Brett Clark,D,DEF
François Beauchemin (D),totals,72,8,28,36,0.5,63,2,https://www.eliteprospects.com/player/8529/francois-beauchemin,2005-2006,nhl,François Beauchemin,D,DEF
Milan Michálek (LW/RW),San Jose Sharks,81,17,18,35,0.43,45,1,https://www.eliteprospects.com/player/8586/milan-michalek,2005-2006,nhl,Milan Michálek,LW/RW,FW
Trent Hunter (RW),New York Islanders,82,16,19,35,0.43,34,-9,https://www.eliteprospects.com/player/5215/trent-hunter,2005-2006,nhl,Trent Hunter,RW,FW
Marc-André Bergeron (D),Edmonton Oilers,75,15,20,35,0.47,38,3,https://www.eliteprospects.com/player/5672/marc-andre-bergeron,2005-2006,nhl,Marc-André Bergeron,D,DEF
Juraj Kolnik (RW),Florida Panthers,77,15,20,35,0.45,40,1,https://www.eliteprospects.com/player/8654/juraj-kolnik,2005-2006,nhl,Juraj Kolnik,RW,FW
Niko Kapanen (C),Dallas Stars,81,14,21,35,0.43,36,-10,https://www.eliteprospects.com/player/2688/niko-kapanen,2005-2006,nhl,Niko Kapanen,C,FW
Greg de Vries (D),Atlanta Thrashers,82,7,28,35,0.43,76,1,https://www.eliteprospects.com/player/8557/greg-de-vries,2005-2006,nhl,Greg de Vries,D,DEF
Brian Pothier (D),Ottawa Senators,77,5,30,35,0.45,59,29,https://www.eliteprospects.com/player/8917/brian-pothier,2005-2006,nhl,Brian Pothier,D,DEF
René Bourque (LW/RW),Chicago Blackhawks,77,16,18,34,0.44,56,3,https://www.eliteprospects.com/player/9089/rene-bourque,2005-2006,nhl,René Bourque,LW/RW,FW
Antti Laaksonen (LW),Colorado Avalanche,81,16,18,34,0.42,40,-2,https://www.eliteprospects.com/player/2675/antti-laaksonen,2005-2006,nhl,Antti Laaksonen,LW,FW
Shawn Bates (C),New York Islanders,66,15,19,34,0.52,60,-11,https://www.eliteprospects.com/player/9075/shawn-bates,2005-2006,nhl,Shawn Bates,C,FW
Steve Yzerman (C),Detroit Red Wings,61,14,20,34,0.56,18,8,https://www.eliteprospects.com/player/18904/steve-yzerman,2005-2006,nhl,Steve Yzerman,C,FW
Sami Kapanen (LW),Philadelphia Flyers,58,12,22,34,0.59,12,-9,https://www.eliteprospects.com/player/2657/sami-kapanen,2005-2006,nhl,Sami Kapanen,LW,FW
Scott Mellanby (RW),Atlanta Thrashers,71,12,22,34,0.48,55,5,https://www.eliteprospects.com/player/8570/scott-mellanby,2005-2006,nhl,Scott Mellanby,RW,FW
Marty Reasoner (C),totals,77,11,23,34,0.44,28,-14,https://www.eliteprospects.com/player/8708/marty-reasoner,2005-2006,nhl,Marty Reasoner,C,FW
Mike Richards (C),Philadelphia Flyers,79,11,23,34,0.43,65,6,https://www.eliteprospects.com/player/8816/mike-richards,2005-2006,nhl,Mike Richards,C,FW
Todd Marchant (C),totals,79,9,25,34,0.43,66,2,https://www.eliteprospects.com/player/8532/todd-marchant,2005-2006,nhl,Todd Marchant,C,FW
Chris Campoli (D),New York Islanders,80,9,25,34,0.43,46,-16,https://www.eliteprospects.com/player/9106/chris-campoli,2005-2006,nhl,Chris Campoli,D,DEF
Craig Rivet (D),Montréal Canadiens,82,7,27,34,0.41,109,-5,https://www.eliteprospects.com/player/8719/craig-rivet,2005-2006,nhl,Craig Rivet,D,DEF
Nolan Baumgartner (D),Vancouver Canucks,70,5,29,34,0.49,30,11,https://www.eliteprospects.com/player/8858/nolan-baumgartner,2005-2006,nhl,Nolan Baumgartner,D,DEF
Antoine Vermette (C),Ottawa Senators,82,21,12,33,0.4,44,17,https://www.eliteprospects.com/player/8840/antoine-vermette,2005-2006,nhl,Antoine Vermette,C,FW
Ben Clymer (RW/D),Washington Capitals,77,16,17,33,0.43,72,-7,https://www.eliteprospects.com/player/8788/ben-clymer,2005-2006,nhl,Ben Clymer,RW/D,DEF
Chris Neil (RW),Ottawa Senators,79,16,17,33,0.42,204,9,https://www.eliteprospects.com/player/8949/chris-neil,2005-2006,nhl,Chris Neil,RW,FW
Dave Scatchard (C),totals,63,15,18,33,0.52,112,-13,https://www.eliteprospects.com/player/8873/dave-scatchard,2005-2006,nhl,Dave Scatchard,C,FW
Bobby Holík (C),Atlanta Thrashers,64,15,18,33,0.52,79,-6,https://www.eliteprospects.com/player/8545/bobby-holik,2005-2006,nhl,Bobby Holík,C,FW
Mattias Öhlund (D),Vancouver Canucks,78,13,20,33,0.42,92,-6,https://www.eliteprospects.com/player/749/mattias-ohlund,2005-2006,nhl,Mattias Öhlund,D,DEF
Sami Salo (D),Vancouver Canucks,59,10,23,33,0.56,38,9,https://www.eliteprospects.com/player/2672/sami-salo,2005-2006,nhl,Sami Salo,D,DEF
Jan Hrdina (C/W),Columbus Blue Jackets,75,10,23,33,0.44,78,-8,https://www.eliteprospects.com/player/8623/jan-hrdina,2005-2006,nhl,Jan Hrdina,C/W,FW
Ed Jovanovski (D),Vancouver Canucks,44,8,25,33,0.75,58,-8,https://www.eliteprospects.com/player/9035/ed-jovanovski,2005-2006,nhl,Ed Jovanovski,D,DEF
Jon Sim (LW),totals,72,17,15,32,0.44,54,-7,https://www.eliteprospects.com/player/8563/jon-sim,2005-2006,nhl,Jon Sim,LW,FW
Michel Ouellet (RW),Pittsburgh Penguins,50,16,16,32,0.64,16,-13,https://www.eliteprospects.com/player/8946/michel-ouellet,2005-2006,nhl,Michel Ouellet,RW,FW
Zach Parise (LW/RW),New Jersey Devils,81,14,18,32,0.4,28,-1,https://www.eliteprospects.com/player/8903/zach-parise,2005-2006,nhl,Zach Parise,LW/RW,FW
Oleg Kvasha (LW),totals,64,13,19,32,0.5,38,3,https://www.eliteprospects.com/player/8587/oleg-kvasha,2005-2006,nhl,Oleg Kvasha,LW,FW
Bryan Berard (D),Columbus Blue Jackets,44,12,20,32,0.73,32,-29,https://www.eliteprospects.com/player/9078/bryan-berard,2005-2006,nhl,Bryan Berard,D,DEF
Kris Draper (C),Detroit Red Wings,80,10,22,32,0.4,58,3,https://www.eliteprospects.com/player/9142/kris-draper,2005-2006,nhl,Kris Draper,C,FW
Brian Leetch (D),Boston Bruins,61,5,27,32,0.52,36,-10,https://www.eliteprospects.com/player/8994/brian-leetch,2005-2006,nhl,Brian Leetch,D,DEF
Brent Seabrook (D),Chicago Blackhawks,69,5,27,32,0.46,60,5,https://www.eliteprospects.com/player/8879/brent-seabrook,2005-2006,nhl,Brent Seabrook,D,DEF
Niclas Hävelid (D),Atlanta Thrashers,82,4,28,32,0.39,48,9,https://www.eliteprospects.com/player/713/niclas-havelid,2005-2006,nhl,Niclas Hävelid,D,DEF
Chuck Kobasew (RW),Calgary Flames,77,20,11,31,0.4,64,-10,https://www.eliteprospects.com/player/9018/chuck-kobasew,2005-2006,nhl,Chuck Kobasew,RW,FW
Patrick Sharp (LW/RW),totals,72,14,17,31,0.43,46,5,https://www.eliteprospects.com/player/8880/patrick-sharp,2005-2006,nhl,Patrick Sharp,LW/RW,FW
Martin Lapointe (RW),Chicago Blackhawks,82,14,17,31,0.38,106,-30,https://www.eliteprospects.com/player/8989/martin-lapointe,2005-2006,nhl,Martin Lapointe,RW,FW
Nikolai Antropov (C/W),Toronto Maple Leafs,57,12,19,31,0.54,56,13,https://www.eliteprospects.com/player/8657/nikolai-antropov,2005-2006,nhl,Nikolai Antropov,C/W,FW
Antti Miettinen (W/C),Dallas Stars,79,11,20,31,0.39,46,0,https://www.eliteprospects.com/player/2698/antti-miettinen,2005-2006,nhl,Antti Miettinen,W/C,FW
Manny Malhotra (C),Columbus Blue Jackets,58,10,21,31,0.53,41,1,https://www.eliteprospects.com/player/5528/manny-malhotra,2005-2006,nhl,Manny Malhotra,C,FW
Andrew Ference (D),Calgary Flames,82,4,27,31,0.38,85,-12,https://www.eliteprospects.com/player/8711/andrew-ference,2005-2006,nhl,Andrew Ference,D,DEF
Jason Pominville (RW),Buffalo Sabres,57,18,12,30,0.53,22,-4,https://www.eliteprospects.com/player/8809/jason-pominville,2005-2006,nhl,Jason Pominville,RW,FW
Jason Chimera (LW/RW),Columbus Blue Jackets,80,17,13,30,0.38,95,-10,https://www.eliteprospects.com/player/8762/jason-chimera,2005-2006,nhl,Jason Chimera,LW/RW,FW
Richard Zedník (RW/LW),Montréal Canadiens,67,16,14,30,0.45,48,-2,https://www.eliteprospects.com/player/8631/richard-zednik,2005-2006,nhl,Richard Zedník,RW/LW,FW
Marc Chouinard (C),Minnesota Wild,74,14,16,30,0.41,34,1,https://www.eliteprospects.com/player/8547/marc-chouinard,2005-2006,nhl,Marc Chouinard,C,FW
Brian Sutherby (C),Washington Capitals,76,14,16,30,0.39,73,-17,https://www.eliteprospects.com/player/8898/brian-sutherby,2005-2006,nhl,Brian Sutherby,C,FW
Chris Kelly (C/LW),Ottawa Senators,82,10,20,30,0.37,76,21,https://www.eliteprospects.com/player/9013/chris-kelly,2005-2006,nhl,Chris Kelly,C/LW,FW
Ric Jackman (D),totals,64,7,23,30,0.47,52,-20,https://www.eliteprospects.com/player/4485/ric-jackman,2005-2006,nhl,Ric Jackman,D,DEF
Michal Rozsíval (D),New York Rangers,82,5,25,30,0.37,90,4,https://www.eliteprospects.com/player/8687/michal-rozsival,2005-2006,nhl,Michal Rozsíval,D,DEF
Patrick Eaves (RW/LW),Ottawa Senators,58,20,9,29,0.5,22,7,https://www.eliteprospects.com/player/9144/patrick-eaves,2005-2006,nhl,Patrick Eaves,RW/LW,FW
Adam Hall (RW),Nashville Predators,75,14,15,29,0.39,40,0,https://www.eliteprospects.com/player/8724/adam-hall,2005-2006,nhl,Adam Hall,RW,FW
Jamie Lundmark (C),totals,53,10,19,29,0.55,62,-1,https://www.eliteprospects.com/player/8759/jamie-lundmark,2005-2006,nhl,Jamie Lundmark,C,FW
Tomas Plekanec (C),Montréal Canadiens,67,9,20,29,0.43,32,4,https://www.eliteprospects.com/player/8668/tomas-plekanec,2005-2006,nhl,Tomas Plekanec,C,FW
Alexei Zhitnik (D),New York Islanders,59,5,24,29,0.49,88,4,https://www.eliteprospects.com/player/8696/alexei-zhitnik,2005-2006,nhl,Alexei Zhitnik,D,DEF
Chad Kilger (LW/C),Toronto Maple Leafs,79,17,11,28,0.35,63,-6,https://www.eliteprospects.com/player/9015/chad-kilger,2005-2006,nhl,Chad Kilger,LW/C,FW
Ryan Craig (C/LW),Tampa Bay Lightning,48,15,13,28,0.58,6,-4,https://www.eliteprospects.com/player/9126/ryan-craig,2005-2006,nhl,Ryan Craig,C/LW,FW
Dustin Brown (RW/LW),Los Angeles Kings,79,14,14,28,0.35,80,-10,https://www.eliteprospects.com/player/9099/dustin-brown,2005-2006,nhl,Dustin Brown,RW/LW,FW
Kurtis Foster (D),Minnesota Wild,58,10,18,28,0.48,60,-3,https://www.eliteprospects.com/player/9156/kurtis-foster,2005-2006,nhl,Kurtis Foster,D,DEF
Per-Johan Axelsson (LW),Boston Bruins,59,10,18,28,0.47,4,-3,https://www.eliteprospects.com/player/694/per-johan-axelsson,2005-2006,nhl,Per-Johan Axelsson,LW,FW
Trevor Letowski (RW),Columbus Blue Jackets,81,10,18,28,0.35,36,-2,https://www.eliteprospects.com/player/8777/trevor-letowski,2005-2006,nhl,Trevor Letowski,RW,FW
Jason Ward (RW),New York Rangers,81,10,18,28,0.35,44,-4,https://www.eliteprospects.com/player/8807/jason-ward,2005-2006,nhl,Jason Ward,RW,FW
Radek Dvorak (RW),Edmonton Oilers,64,8,20,28,0.44,26,-2,https://www.eliteprospects.com/player/8599/radek-dvorak,2005-2006,nhl,Radek Dvorak,RW,FW
Steve Staios (D),Edmonton Oilers,82,8,20,28,0.34,84,10,https://www.eliteprospects.com/player/5677/steve-staios,2005-2006,nhl,Steve Staios,D,DEF
Matthew Barnaby (RW/LW),Chicago Blackhawks,82,8,20,28,0.34,178,-11,https://www.eliteprospects.com/player/9073/matthew-barnaby,2005-2006,nhl,Matthew Barnaby,RW/LW,FW
Jamie Heward (D),Washington Capitals,71,7,21,28,0.39,54,-5,https://www.eliteprospects.com/player/9049/jamie-heward,2005-2006,nhl,Jamie Heward,D,DEF
Duvie Westcott (D),Columbus Blue Jackets,78,6,22,28,0.36,133,1,https://www.eliteprospects.com/player/8714/duvie-westcott,2005-2006,nhl,Duvie Westcott,D,DEF
Alexandre Daigle (C),Minnesota Wild,46,5,23,28,0.61,12,-6,https://www.eliteprospects.com/player/10648/alexandre-daigle,2005-2006,nhl,Alexandre Daigle,C,FW
Brent Sopel (D),totals,68,2,26,28,0.41,70,-13,https://www.eliteprospects.com/player/10229/brent-sopel,2005-2006,nhl,Brent Sopel,D,DEF
Matt Stajan (C),Toronto Maple Leafs,80,15,12,27,0.34,50,5,https://www.eliteprospects.com/player/8889/matt-stajan,2005-2006,nhl,Matt Stajan,C,FW
Steve Bernier (RW),San Jose Sharks,39,14,13,27,0.69,35,4,https://www.eliteprospects.com/player/9080/steve-bernier,2005-2006,nhl,Steve Bernier,RW,FW
Lee Stempniak (RW),St. Louis Blues,57,14,13,27,0.47,22,-10,https://www.eliteprospects.com/player/10199/lee-stempniak,2005-2006,nhl,Lee Stempniak,RW,FW
Jonathan Hedström (LW),Mighty Ducks of Anaheim,79,13,14,27,0.34,48,2,https://www.eliteprospects.com/player/183/jonathan-hedstrom,2005-2006,nhl,Jonathan Hedström,LW,FW
Andy Hilbert (C),totals,47,12,15,27,0.57,38,4,https://www.eliteprospects.com/player/9052/andy-hilbert,2005-2006,nhl,Andy Hilbert,C,FW
Ethan Moreau (LW),Edmonton Oilers,74,11,16,27,0.36,87,6,https://www.eliteprospects.com/player/8703/ethan-moreau,2005-2006,nhl,Ethan Moreau,LW,FW
Derek Morris (D),Phoenix Coyotes,53,6,21,27,0.51,54,-7,https://www.eliteprospects.com/player/8963/derek-morris,2005-2006,nhl,Derek Morris,D,DEF
Freddy Meyer (D),Philadelphia Flyers,57,6,21,27,0.47,33,10,https://www.eliteprospects.com/player/8837/freddy-meyer,2005-2006,nhl,Freddy Meyer,D,DEF
Jay McClement (C/D),St. Louis Blues,67,6,21,27,0.4,30,-23,https://www.eliteprospects.com/player/9517/jay-mcclement,2005-2006,nhl,Jay McClement,C/D,DEF
Bret Hedican (D),Carolina Hurricanes,74,5,22,27,0.36,58,11,https://www.eliteprospects.com/player/9045/bret-hedican,2005-2006,nhl,Bret Hedican,D,DEF
Mattias Norström (D),Los Angeles Kings,77,4,23,27,0.35,58,-3,https://www.eliteprospects.com/player/750/mattias-norstrom,2005-2006,nhl,Mattias Norström,D,DEF
Jamal Mayers (RW),St. Louis Blues,67,15,11,26,0.39,129,-22,https://www.eliteprospects.com/player/5373/jamal-mayers,2005-2006,nhl,Jamal Mayers,RW,FW
Alyn McCauley (C/LW),San Jose Sharks,76,12,14,26,0.34,30,-3,https://www.eliteprospects.com/player/8974/alyn-mccauley,2005-2006,nhl,Alyn McCauley,C/LW,FW
Mike Leclerc (LW),totals,50,10,16,26,0.52,37,0,https://www.eliteprospects.com/player/8993/mike-leclerc,2005-2006,nhl,Mike Leclerc,LW,FW
Pascal Dupuis (LW),Minnesota Wild,67,10,16,26,0.39,40,-10,https://www.eliteprospects.com/player/8789/pascal-dupuis,2005-2006,nhl,Pascal Dupuis,LW,FW
Bryan Muir (D),Washington Capitals,72,8,18,26,0.36,72,-9,https://www.eliteprospects.com/player/4317/bryan-muir,2005-2006,nhl,Bryan Muir,D,DEF
David Legwand (C),Nashville Predators,44,7,19,26,0.59,34,3,https://www.eliteprospects.com/player/3668/david-legwand,2005-2006,nhl,David Legwand,C,FW
Roman Hamrlík (D),Calgary Flames,51,7,19,26,0.51,56,8,https://www.eliteprospects.com/player/8607/roman-hamrlik,2005-2006,nhl,Roman Hamrlík,D,DEF
Matthew Lombardi (C),Calgary Flames,55,6,20,26,0.47,48,-1,https://www.eliteprospects.com/player/8999/matthew-lombardi,2005-2006,nhl,Matthew Lombardi,C,FW
Robyn Regehr (D),Calgary Flames,68,6,20,26,0.38,67,6,https://www.eliteprospects.com/player/8913/robyn-regehr,2005-2006,nhl,Robyn Regehr,D,DEF
Dallas Drake (LW),St. Louis Blues,62,2,24,26,0.42,59,-13,https://www.eliteprospects.com/player/9141/dallas-drake,2005-2006,nhl,Dallas Drake,LW,FW
Corey Perry (RW/LW),Mighty Ducks of Anaheim,56,13,12,25,0.45,50,1,https://www.eliteprospects.com/player/8541/corey-perry,2005-2006,nhl,Corey Perry,RW/LW,FW
Alexander Mogilny (RW),New Jersey Devils,34,12,13,25,0.74,6,-7,https://www.eliteprospects.com/player/21327/alexander-mogilny,2005-2006,nhl,Alexander Mogilny,RW,FW
