player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def
Mike Fisher (C),Nashville Predators,59,19,20,39,0.66,39,4,https://www.eliteprospects.com/player/8771/mike-fisher,2014-2015,nhl,Mike Fisher,C,FW
Nazem Kadri (C/LW),Toronto Maple Leafs,73,18,21,39,0.53,28,-7,https://www.eliteprospects.com/player/14728/nazem-kadri,2014-2015,nhl,Nazem Kadri,C/LW,FW
Elias Lindholm (C/RW),Carolina Hurricanes,81,17,22,39,0.48,14,-23,https://www.eliteprospects.com/player/33387/elias-lindholm,2014-2015,nhl,Elias Lindholm,C/RW,FW
Nick Bonino (C),Vancouver Canucks,75,15,24,39,0.52,22,7,https://www.eliteprospects.com/player/14686/nick-bonino,2014-2015,nhl,Nick Bonino,C,FW
Jakob Silfverberg (RW/LW),Anaheim Ducks,81,13,26,39,0.48,24,15,https://www.eliteprospects.com/player/6562/jakob-silfverberg,2014-2015,nhl,Jakob Silfverberg,RW/LW,FW
Torey Krug (D),Boston Bruins,78,12,27,39,0.50,20,13,https://www.eliteprospects.com/player/37747/torey-krug,2014-2015,nhl,Torey Krug,D,DEF
Aaron Ekblad (D),Florida Panthers,81,12,27,39,0.48,32,12,https://www.eliteprospects.com/player/49042/aaron-ekblad,2014-2015,nhl,Aaron Ekblad,D,DEF
Anton Strålman (D),Tampa Bay Lightning,82,9,30,39,0.48,26,22,https://www.eliteprospects.com/player/4152/anton-stralman,2014-2015,nhl,Anton Strålman,D,DEF
Mikael Granlund (C/W),Minnesota Wild,68,8,31,39,0.57,20,17,https://www.eliteprospects.com/player/16037/mikael-granlund,2014-2015,nhl,Mikael Granlund,C/W,FW
Trevor Daley (D),Dallas Stars,68,16,22,38,0.56,34,-13,https://www.eliteprospects.com/player/9128/trevor-daley,2014-2015,nhl,Trevor Daley,D,DEF
Alex Killorn (LW/RW),Tampa Bay Lightning,71,15,23,38,0.54,36,8,https://www.eliteprospects.com/player/12523/alex-killorn,2014-2015,nhl,Alex Killorn,LW/RW,FW
Taylor Hall (LW/C),Edmonton Oilers,53,14,24,38,0.72,40,-1,https://www.eliteprospects.com/player/14360/taylor-hall,2014-2015,nhl,Taylor Hall,LW/C,FW
Nathan MacKinnon (C/RW),Colorado Avalanche,64,14,24,38,0.59,34,-7,https://www.eliteprospects.com/player/99204/nathan-mackinnon,2014-2015,nhl,Nathan MacKinnon,C/RW,FW
Brad Boyes (RW),Florida Panthers,78,14,24,38,0.49,20,11,https://www.eliteprospects.com/player/9092/brad-boyes,2014-2015,nhl,Brad Boyes,RW,FW
Antoine Vermette (C),totals,82,13,25,38,0.46,40,-25,https://www.eliteprospects.com/player/8840/antoine-vermette,2014-2015,nhl,Antoine Vermette,C,FW
Victor Hedman (D),Tampa Bay Lightning,59,10,28,38,0.64,40,12,https://www.eliteprospects.com/player/6007/victor-hedman,2014-2015,nhl,Victor Hedman,D,DEF
Ryan Suter (D),Minnesota Wild,77,2,36,38,0.49,48,7,https://www.eliteprospects.com/player/8897/ryan-suter,2014-2015,nhl,Ryan Suter,D,DEF
Nino Niederreiter (RW/LW),Minnesota Wild,80,24,13,37,0.46,28,2,https://www.eliteprospects.com/player/17679/nino-niederreiter,2014-2015,nhl,Nino Niederreiter,RW/LW,FW
James Neal (LW/RW),Nashville Predators,67,23,14,37,0.55,57,12,https://www.eliteprospects.com/player/9362/james-neal,2014-2015,nhl,James Neal,LW/RW,FW
Sean Couturier (C),Philadelphia Flyers,82,15,22,37,0.45,28,4,https://www.eliteprospects.com/player/32885/sean-couturier,2014-2015,nhl,Sean Couturier,C,FW
Sami Vatanen (D),Anaheim Ducks,67,12,25,37,0.55,36,5,https://www.eliteprospects.com/player/16044/sami-vatanen,2014-2015,nhl,Sami Vatanen,D,DEF
Brad Richards (C),Chicago Blackhawks,76,12,25,37,0.49,12,3,https://www.eliteprospects.com/player/4723/brad-richards,2014-2015,nhl,Brad Richards,C,FW
Yevgeni Kuznetsov (C/RW),Washington Capitals,80,11,26,37,0.46,24,10,https://www.eliteprospects.com/player/34777/yevgeni-kuznetsov,2014-2015,nhl,Yevgeni Kuznetsov,C/RW,FW
Nick Leddy (D),New York Islanders,78,10,27,37,0.47,14,18,https://www.eliteprospects.com/player/38067/nick-leddy,2014-2015,nhl,Nick Leddy,D,DEF
Clarke MacArthur (LW),Ottawa Senators,62,16,20,36,0.58,36,-6,https://www.eliteprospects.com/player/8951/clarke-macarthur,2014-2015,nhl,Clarke MacArthur,LW,FW
Aleksander Barkov (C),Florida Panthers,71,16,20,36,0.51,16,-4,https://www.eliteprospects.com/player/50044/aleksander-barkov,2014-2015,nhl,Aleksander Barkov,C,FW
Tommy Wingels (C/W),San Jose Sharks,75,15,21,36,0.48,40,-7,https://www.eliteprospects.com/player/19230/tommy-wingels,2014-2015,nhl,Tommy Wingels,C/W,FW
Shane Doan (RW),Arizona Coyotes,79,14,22,36,0.46,65,-29,https://www.eliteprospects.com/player/9137/shane-doan,2014-2015,nhl,Shane Doan,RW,FW
Chris Stewart (RW/LW),totals,81,14,22,36,0.44,88,-26,https://www.eliteprospects.com/player/10442/chris-stewart,2014-2015,nhl,Chris Stewart,RW/LW,FW
Brandon Dubinsky (C/LW),Columbus Blue Jackets,47,13,23,36,0.77,43,11,https://www.eliteprospects.com/player/11024/brandon-dubinsky,2014-2015,nhl,Brandon Dubinsky,C/LW,FW
Riley Sheahan (C/LW),Detroit Red Wings,79,13,23,36,0.46,16,-3,https://www.eliteprospects.com/player/33929/riley-sheahan,2014-2015,nhl,Riley Sheahan,C/LW,FW
Chris Higgins (LW),Vancouver Canucks,77,12,24,36,0.47,16,8,https://www.eliteprospects.com/player/9051/chris-higgins,2014-2015,nhl,Chris Higgins,LW,FW
David Savard (D),Columbus Blue Jackets,82,11,25,36,0.44,71,0,https://www.eliteprospects.com/player/32878/david-savard,2014-2015,nhl,David Savard,D,DEF
Cody Franson (D),totals,78,7,29,36,0.46,28,-7,https://www.eliteprospects.com/player/10431/cody-franson,2014-2015,nhl,Cody Franson,D,DEF
Alex Goligoski (D),Dallas Stars,81,4,32,36,0.44,24,0,https://www.eliteprospects.com/player/9435/alex-goligoski,2014-2015,nhl,Alex Goligoski,D,DEF
Jimmy Hayes (RW/C),Florida Panthers,72,19,16,35,0.49,20,-4,https://www.eliteprospects.com/player/11463/jimmy-hayes,2014-2015,nhl,Jimmy Hayes,RW/C,FW
Carl Hagelin (LW),New York Rangers,82,17,18,35,0.43,46,18,https://www.eliteprospects.com/player/4567/carl-hagelin,2014-2015,nhl,Carl Hagelin,LW,FW
Brian Gionta (RW),Buffalo Sabres,69,13,22,35,0.51,18,-13,https://www.eliteprospects.com/player/9048/brian-gionta,2014-2015,nhl,Brian Gionta,RW,FW
Curtis Glencross (LW),totals,71,13,22,35,0.49,45,2,https://www.eliteprospects.com/player/10984/curtis-glencross,2014-2015,nhl,Curtis Glencross,LW,FW
Charlie Coyle (C/RW),Minnesota Wild,82,11,24,35,0.43,39,13,https://www.eliteprospects.com/player/60251/charlie-coyle,2014-2015,nhl,Charlie Coyle,C/RW,FW
Johnny Boychuk (D),New York Islanders,72,9,26,35,0.49,14,15,https://www.eliteprospects.com/player/9091/johnny-boychuk,2014-2015,nhl,Johnny Boychuk,D,DEF
Benoît Pouliot (LW),Edmonton Oilers,58,19,15,34,0.59,28,-1,https://www.eliteprospects.com/player/4229/benoit-pouliot,2014-2015,nhl,Benoît Pouliot,LW,FW
Joel Ward (RW),Washington Capitals,82,19,15,34,0.41,30,-4,https://www.eliteprospects.com/player/11014/joel-ward,2014-2015,nhl,Joel Ward,RW,FW
Lance Bouma (LW),Calgary Flames,78,16,18,34,0.44,54,10,https://www.eliteprospects.com/player/16499/lance-bouma,2014-2015,nhl,Lance Bouma,LW,FW
Kris Versteeg (RW/LW),Chicago Blackhawks,61,14,20,34,0.56,35,11,https://www.eliteprospects.com/player/9486/kris-versteeg,2014-2015,nhl,Kris Versteeg,RW/LW,FW
Milan Michálek (LW/RW),Ottawa Senators,66,13,21,34,0.52,33,3,https://www.eliteprospects.com/player/8586/milan-michalek,2014-2015,nhl,Milan Michálek,LW/RW,FW
Patrik Elias (LW),New Jersey Devils,69,13,21,34,0.49,12,-20,https://www.eliteprospects.com/player/8698/patrik-elias,2014-2015,nhl,Patrik Elias,LW,FW
Teddy Purcell (LW/RW),Edmonton Oilers,82,12,22,34,0.41,24,-33,https://www.eliteprospects.com/player/14179/teddy-purcell,2014-2015,nhl,Teddy Purcell,LW/RW,FW
Patrick Maroon (LW/RW),Anaheim Ducks,71,9,25,34,0.48,82,-5,https://www.eliteprospects.com/player/12063/patrick-maroon,2014-2015,nhl,Patrick Maroon,LW/RW,FW
Daniel Winnik (W/C),totals,79,9,25,34,0.43,27,23,https://www.eliteprospects.com/player/11480/daniel-winnik,2014-2015,nhl,Daniel Winnik,W/C,FW
James Wisniewski (D),totals,69,8,26,34,0.49,44,-13,https://www.eliteprospects.com/player/9407/james-wisniewski,2014-2015,nhl,James Wisniewski,D,DEF
Scott Gomez (C),New Jersey Devils,58,7,27,34,0.59,23,-10,https://www.eliteprospects.com/player/9050/scott-gomez,2014-2015,nhl,Scott Gomez,C,FW
Hampus Lindholm (D),Anaheim Ducks,78,7,27,34,0.44,32,25,https://www.eliteprospects.com/player/34882/hampus-lindholm,2014-2015,nhl,Hampus Lindholm,D,DEF
Cam Fowler (D),Anaheim Ducks,80,7,27,34,0.43,14,4,https://www.eliteprospects.com/player/31261/cam-fowler,2014-2015,nhl,Cam Fowler,D,DEF
Marek Zidlicky (D),totals,84,7,27,34,0.40,56,-9,https://www.eliteprospects.com/player/3633/marek-zidlicky,2014-2015,nhl,Marek Zidlicky,D,DEF
Kris Russell (D),Calgary Flames,79,4,30,34,0.43,17,18,https://www.eliteprospects.com/player/9188/kris-russell,2014-2015,nhl,Kris Russell,D,DEF
Brandon Sutter (C/RW),Pittsburgh Penguins,80,21,12,33,0.41,14,6,https://www.eliteprospects.com/player/9339/brandon-sutter,2014-2015,nhl,Brandon Sutter,C/RW,FW
Eric Fehr (C),Washington Capitals,75,19,14,33,0.44,20,8,https://www.eliteprospects.com/player/10352/eric-fehr,2014-2015,nhl,Eric Fehr,C,FW
Alexandre Burrows (RW/LW),Vancouver Canucks,70,18,15,33,0.47,68,0,https://www.eliteprospects.com/player/10224/alexandre-burrows,2014-2015,nhl,Alexandre Burrows,RW/LW,FW
Jannik Hansen (RW/LW),Vancouver Canucks,81,16,17,33,0.41,27,-6,https://www.eliteprospects.com/player/2368/jannik-hansen,2014-2015,nhl,Jannik Hansen,RW/LW,FW
Darren Helm (C/LW),Detroit Red Wings,75,15,18,33,0.44,12,7,https://www.eliteprospects.com/player/10438/darren-helm,2014-2015,nhl,Darren Helm,C/LW,FW
Nail Yakupov (RW/LW),Edmonton Oilers,81,14,19,33,0.41,18,-35,https://www.eliteprospects.com/player/21228/nail-yakupov,2014-2015,nhl,Nail Yakupov,RW/LW,FW
Mike Santorelli (C),totals,79,12,21,33,0.42,14,0,https://www.eliteprospects.com/player/11417/mike-santorelli,2014-2015,nhl,Mike Santorelli,C,FW
Victor Rask (C/LW),Carolina Hurricanes,80,11,22,33,0.41,16,-14,https://www.eliteprospects.com/player/15747/victor-rask,2014-2015,nhl,Victor Rask,C/LW,FW
Ryan McDonagh (D),New York Rangers,71,8,25,33,0.46,26,23,https://www.eliteprospects.com/player/11458/ryan-mcdonagh,2014-2015,nhl,Ryan McDonagh,D,DEF
Travis Hamonic (D),New York Islanders,71,5,28,33,0.46,85,15,https://www.eliteprospects.com/player/17519/travis-hamonic,2014-2015,nhl,Travis Hamonic,D,DEF
Matt Beleskey (LW),Anaheim Ducks,65,22,10,32,0.49,39,13,https://www.eliteprospects.com/player/9338/matt-beleskey,2014-2015,nhl,Matt Beleskey,LW,FW
Steve Bernier (RW),New Jersey Devils,67,16,16,32,0.48,28,2,https://www.eliteprospects.com/player/9080/steve-bernier,2014-2015,nhl,Steve Bernier,RW,FW
Derek Roy (C),totals,72,12,20,32,0.44,24,-13,https://www.eliteprospects.com/player/8810/derek-roy,2014-2015,nhl,Derek Roy,C,FW
Ales Hemsky (RW),Dallas Stars,76,11,21,32,0.42,16,-8,https://www.eliteprospects.com/player/8600/ales-hemsky,2014-2015,nhl,Ales Hemsky,RW,FW
Michael Del Zotto (D),Philadelphia Flyers,64,10,22,32,0.50,34,-5,https://www.eliteprospects.com/player/12112/michael-del-zotto,2014-2015,nhl,Michael Del Zotto,D,DEF
Martin Erat (RW/LW),Arizona Coyotes,79,9,23,32,0.41,48,-16,https://www.eliteprospects.com/player/8611/martin-erat,2014-2015,nhl,Martin Erat,RW/LW,FW
Jonathan Drouin (LW/C),Tampa Bay Lightning,70,4,28,32,0.46,34,3,https://www.eliteprospects.com/player/118657/jonathan-drouin,2014-2015,nhl,Jonathan Drouin,LW/C,FW
Jeff Skinner (C/LW),Carolina Hurricanes,77,18,13,31,0.40,18,-24,https://www.eliteprospects.com/player/23668/jeff-skinner,2014-2015,nhl,Jeff Skinner,C/LW,FW
Mark Arcobello (RW/C),totals,77,17,14,31,0.40,20,-10,https://www.eliteprospects.com/player/33230/mark-arcobello,2014-2015,nhl,Mark Arcobello,RW/C,FW
Blake Comeau (LW),Pittsburgh Penguins,61,16,15,31,0.51,65,6,https://www.eliteprospects.com/player/9190/blake-comeau,2014-2015,nhl,Blake Comeau,LW,FW
Nikolai Kulyomin (LW/RW),New York Islanders,82,15,16,31,0.38,21,7,https://www.eliteprospects.com/player/9258/nikolai-kulyomin,2014-2015,nhl,Nikolai Kulyomin,LW/RW,FW
Jiri Tlusty (LW/RW),totals,72,14,17,31,0.43,20,-18,https://www.eliteprospects.com/player/8605/jiri-tlusty,2014-2015,nhl,Jiri Tlusty,LW/RW,FW
Tomas Hertl (C/LW),San Jose Sharks,82,13,18,31,0.38,16,-5,https://www.eliteprospects.com/player/56038/tomas-hertl,2014-2015,nhl,Tomas Hertl,C/LW,FW
Rickard Rakell (W/C),Anaheim Ducks,71,9,22,31,0.44,10,6,https://www.eliteprospects.com/player/17435/rickard-rakell,2014-2015,nhl,Rickard Rakell,W/C,FW
Justin Fontaine (RW),Minnesota Wild,71,9,22,31,0.44,12,13,https://www.eliteprospects.com/player/24903/justin-fontaine,2014-2015,nhl,Justin Fontaine,RW,FW
Alexander Edler (D),Vancouver Canucks,74,8,23,31,0.42,54,13,https://www.eliteprospects.com/player/4081/alexander-edler,2014-2015,nhl,Alexander Edler,D,DEF
Brent Seabrook (D),Chicago Blackhawks,82,8,23,31,0.38,27,-3,https://www.eliteprospects.com/player/8879/brent-seabrook,2014-2015,nhl,Brent Seabrook,D,DEF
David Krejčí (C),Boston Bruins,47,7,24,31,0.66,22,7,https://www.eliteprospects.com/player/9226/david-krejci,2014-2015,nhl,David Krejčí,C,FW
Justin Schultz (D),Edmonton Oilers,81,6,25,31,0.38,12,-17,https://www.eliteprospects.com/player/18241/justin-schultz,2014-2015,nhl,Justin Schultz,D,DEF
Matt Niskanen (D),Washington Capitals,82,4,27,31,0.38,47,7,https://www.eliteprospects.com/player/9214/matt-niskanen,2014-2015,nhl,Matt Niskanen,D,DEF
Danny DeKeyser (D),Detroit Red Wings,80,2,29,31,0.39,42,11,https://www.eliteprospects.com/player/46947/danny-dekeyser,2014-2015,nhl,Danny DeKeyser,D,DEF
Zemgus Girgensons (W/C),Buffalo Sabres,61,15,15,30,0.49,25,-16,https://www.eliteprospects.com/player/59843/zemgus-girgensons,2014-2015,nhl,Zemgus Girgensons,W/C,FW
David Jones (RW),Calgary Flames,67,14,16,30,0.45,18,-3,https://www.eliteprospects.com/player/11426/david-jones,2014-2015,nhl,David Jones,RW,FW
Matt Read (RW/LW),Philadelphia Flyers,80,8,22,30,0.38,14,-4,https://www.eliteprospects.com/player/33243/matt-read,2014-2015,nhl,Matt Read,RW/LW,FW
Jason Garrison (D),Tampa Bay Lightning,70,4,26,30,0.43,19,27,https://www.eliteprospects.com/player/24173/jason-garrison,2014-2015,nhl,Jason Garrison,D,DEF
Andrew Cogliano (C/LW),Anaheim Ducks,82,15,14,29,0.35,14,5,https://www.eliteprospects.com/player/9187/andrew-cogliano,2014-2015,nhl,Andrew Cogliano,C/LW,FW
Kyle Palmieri (RW),Anaheim Ducks,57,14,15,29,0.51,37,-2,https://www.eliteprospects.com/player/17508/kyle-palmieri,2014-2015,nhl,Kyle Palmieri,RW,FW
Vernon Fiddler (C/LW),Dallas Stars,80,13,16,29,0.36,34,-5,https://www.eliteprospects.com/player/9152/vernon-fiddler,2014-2015,nhl,Vernon Fiddler,C/LW,FW
Shawn Horcoff (C),Dallas Stars,76,11,18,29,0.38,27,9,https://www.eliteprospects.com/player/4375/shawn-horcoff,2014-2015,nhl,Shawn Horcoff,C,FW
Dale Weise (RW),Montréal Canadiens,79,10,19,29,0.37,34,21,https://www.eliteprospects.com/player/15727/dale-weise,2014-2015,nhl,Dale Weise,RW,FW
Morgan Rielly (D),Toronto Maple Leafs,81,8,21,29,0.36,14,-16,https://www.eliteprospects.com/player/41184/morgan-rielly,2014-2015,nhl,Morgan Rielly,D,DEF
Dion Phaneuf (D),Toronto Maple Leafs,70,3,26,29,0.41,108,-11,https://www.eliteprospects.com/player/8564/dion-phaneuf,2014-2015,nhl,Dion Phaneuf,D,DEF
Michael Raffl (LW/RW),Philadelphia Flyers,67,21,7,28,0.42,34,6,https://www.eliteprospects.com/player/15216/michael-raffl,2014-2015,nhl,Michael Raffl,LW/RW,FW
Lee Stempniak (RW),totals,71,15,13,28,0.39,20,8,https://www.eliteprospects.com/player/10199/lee-stempniak,2014-2015,nhl,Lee Stempniak,RW,FW
Mikkel Bødker (LW),Arizona Coyotes,45,14,14,28,0.62,6,-10,https://www.eliteprospects.com/player/5996/mikkel-bodker,2014-2015,nhl,Mikkel Bødker,LW,FW
Steve Downie (RW),Pittsburgh Penguins,72,14,14,28,0.39,238,2,https://www.eliteprospects.com/player/9186/steve-downie,2014-2015,nhl,Steve Downie,RW,FW
Bryan Bickell (LW),Chicago Blackhawks,80,14,14,28,0.35,38,5,https://www.eliteprospects.com/player/11346/bryan-bickell,2014-2015,nhl,Bryan Bickell,LW,FW
Nathan Gerbe (C/LW),Carolina Hurricanes,78,10,18,28,0.36,34,-14,https://www.eliteprospects.com/player/9216/nathan-gerbe,2014-2015,nhl,Nathan Gerbe,C/LW,FW
Joe Colborne (C/W),Calgary Flames,64,8,20,28,0.44,43,7,https://www.eliteprospects.com/player/18593/joe-colborne,2014-2015,nhl,Joe Colborne,C/W,FW
Tyler Myers (D),totals,71,7,21,28,0.39,77,-6,https://www.eliteprospects.com/player/17521/tyler-myers,2014-2015,nhl,Tyler Myers,D,DEF
Chris Kelly (C/LW),Boston Bruins,80,7,21,28,0.35,48,6,https://www.eliteprospects.com/player/9013/chris-kelly,2014-2015,nhl,Chris Kelly,C/LW,FW
Shawn Matthias (LW),Vancouver Canucks,78,18,9,27,0.35,16,-3,https://www.eliteprospects.com/player/9345/shawn-matthias,2014-2015,nhl,Shawn Matthias,LW,FW
Lars Eller (C/LW),Montréal Canadiens,77,15,12,27,0.35,42,-6,https://www.eliteprospects.com/player/5995/lars-eller,2014-2015,nhl,Lars Eller,C/LW,FW
Patrick Eaves (RW/LW),Dallas Stars,47,14,13,27,0.57,8,12,https://www.eliteprospects.com/player/9144/patrick-eaves,2014-2015,nhl,Patrick Eaves,RW/LW,FW
Patrik Berglund (C),St. Louis Blues,77,12,15,27,0.35,26,-2,https://www.eliteprospects.com/player/3637/patrik-berglund,2014-2015,nhl,Patrik Berglund,C,FW
Dustin Brown (RW/LW),Los Angeles Kings,82,11,16,27,0.33,26,-17,https://www.eliteprospects.com/player/9099/dustin-brown,2014-2015,nhl,Dustin Brown,RW/LW,FW
David Pastrnak (RW/LW),Boston Bruins,46,10,17,27,0.59,8,12,https://www.eliteprospects.com/player/130383/david-pastrnak,2014-2015,nhl,David Pastrnak,RW/LW,FW
Mikael Backlund (C/LW),Calgary Flames,52,10,17,27,0.52,14,4,https://www.eliteprospects.com/player/4295/mikael-backlund,2014-2015,nhl,Mikael Backlund,C/LW,FW
Matt Nieto (LW/RW),San Jose Sharks,72,10,17,27,0.38,20,-12,https://www.eliteprospects.com/player/20723/matt-nieto,2014-2015,nhl,Matt Nieto,LW/RW,FW
Dominic Moore (C),New York Rangers,82,10,17,27,0.33,28,5,https://www.eliteprospects.com/player/8964/dominic-moore,2014-2015,nhl,Dominic Moore,C,FW
Ryan Ellis (D),Nashville Predators,58,9,18,27,0.47,27,8,https://www.eliteprospects.com/player/14012/ryan-ellis,2014-2015,nhl,Ryan Ellis,D,DEF
David Legwand (C),Ottawa Senators,80,9,18,27,0.34,32,1,https://www.eliteprospects.com/player/3668/david-legwand,2014-2015,nhl,David Legwand,C,FW
Nick Spaling (C/LW),Pittsburgh Penguins,82,9,18,27,0.33,26,-2,https://www.eliteprospects.com/player/12462/nick-spaling,2014-2015,nhl,Nick Spaling,C/LW,FW
Tomas Fleischmann (LW),totals,66,8,19,27,0.41,12,12,https://www.eliteprospects.com/player/9613/tomas-fleischmann,2014-2015,nhl,Tomas Fleischmann,LW,FW
Seth Jones (D),Nashville Predators,82,8,19,27,0.33,20,3,https://www.eliteprospects.com/player/90355/seth-jones,2014-2015,nhl,Seth Jones,D,DEF
Artyom Anisimov (C/LW),Columbus Blue Jackets,52,7,20,27,0.52,8,-6,https://www.eliteprospects.com/player/9300/artyom-anisimov,2014-2015,nhl,Artyom Anisimov,C/LW,FW
Brian Campbell (D),Florida Panthers,82,3,24,27,0.33,22,4,https://www.eliteprospects.com/player/8565/brian-campbell,2014-2015,nhl,Brian Campbell,D,DEF
Jason Zucker (LW/RW),Minnesota Wild,51,21,5,26,0.51,18,-9,https://www.eliteprospects.com/player/20726/jason-zucker,2014-2015,nhl,Jason Zucker,LW/RW,FW
Andrew Shaw (RW/C),Chicago Blackhawks,79,15,11,26,0.33,67,-8,https://www.eliteprospects.com/player/37671/andrew-shaw,2014-2015,nhl,Andrew Shaw,RW/C,FW
Dwight King (LW/RW),Los Angeles Kings,81,13,13,26,0.32,21,-3,https://www.eliteprospects.com/player/12539/dwight-king,2014-2015,nhl,Dwight King,LW/RW,FW
John Mitchell (C/LW),Colorado Avalanche,68,11,15,26,0.38,32,-9,https://www.eliteprospects.com/player/11487/john-mitchell,2014-2015,nhl,John Mitchell,C/LW,FW
Alex Chiasson (RW/C),Ottawa Senators,76,11,15,26,0.34,67,-5,https://www.eliteprospects.com/player/32978/alex-chiasson,2014-2015,nhl,Alex Chiasson,RW/C,FW
Kevin Klein (D),New York Rangers,65,9,17,26,0.40,25,24,https://www.eliteprospects.com/player/9507/kevin-klein,2014-2015,nhl,Kevin Klein,D,DEF
Colton Sceviour (C/W),Dallas Stars,71,9,17,26,0.37,13,1,https://www.eliteprospects.com/player/12557/colton-sceviour,2014-2015,nhl,Colton Sceviour,C/W,FW
Leo Komarov (W/C),Toronto Maple Leafs,62,8,18,26,0.42,18,0,https://www.eliteprospects.com/player/7617/leo-komarov,2014-2015,nhl,Leo Komarov,W/C,FW
Bo Horvat (C),Vancouver Canucks,68,13,12,25,0.37,16,-8,https://www.eliteprospects.com/player/117012/bo-horvat,2014-2015,nhl,Bo Horvat,C,FW
Antoine Roussel (LW/C),Dallas Stars,80,13,12,25,0.31,148,-20,https://www.eliteprospects.com/player/12125/antoine-roussel,2014-2015,nhl,Antoine Roussel,LW/C,FW
Peter Holland (C),Toronto Maple Leafs,62,11,14,25,0.40,31,0,https://www.eliteprospects.com/player/24654/peter-holland,2014-2015,nhl,Peter Holland,C,FW
Travis Zajac (C/RW),New Jersey Devils,74,11,14,25,0.34,29,-3,https://www.eliteprospects.com/player/10232/travis-zajac,2014-2015,nhl,Travis Zajac,C/RW,FW
Stephen Weiss (C),Detroit Red Wings,52,9,16,25,0.48,16,-2,https://www.eliteprospects.com/player/8817/stephen-weiss,2014-2015,nhl,Stephen Weiss,C,FW
Jared Spurgeon (D),Minnesota Wild,66,9,16,25,0.38,6,3,https://www.eliteprospects.com/player/11611/jared-spurgeon,2014-2015,nhl,Jared Spurgeon,D,DEF
Trevor Lewis (C/RW),Los Angeles Kings,73,9,16,25,0.34,14,8,https://www.eliteprospects.com/player/10461/trevor-lewis,2014-2015,nhl,Trevor Lewis,C/RW,FW
Ryan Garbutt (W/C),Dallas Stars,67,8,17,25,0.37,55,-9,https://www.eliteprospects.com/player/39057/ryan-garbutt,2014-2015,nhl,Ryan Garbutt,W/C,FW
Riley Nash (C),Carolina Hurricanes,68,8,17,25,0.37,12,-10,https://www.eliteprospects.com/player/12507/riley-nash,2014-2015,nhl,Riley Nash,C,FW
Matt Cullen (C),Nashville Predators,62,7,18,25,0.40,16,8,https://www.eliteprospects.com/player/8754/matt-cullen,2014-2015,nhl,Matt Cullen,C,FW
Derek Dorsett (RW),Vancouver Canucks,79,7,18,25,0.32,175,4,https://www.eliteprospects.com/player/11666/derek-dorsett,2014-2015,nhl,Derek Dorsett,RW,FW
Jason Demers (D),totals,81,5,20,25,0.31,71,-3,https://www.eliteprospects.com/player/12154/jason-demers,2014-2015,nhl,Jason Demers,D,DEF
Brandon Pirri (C/LW),Florida Panthers,49,22,2,24,0.49,14,6,https://www.eliteprospects.com/player/33898/brandon-pirri,2014-2015,nhl,Brandon Pirri,C/LW,FW
Brian Boyle (C/LW),Tampa Bay Lightning,82,15,9,24,0.29,54,3,https://www.eliteprospects.com/player/11429/brian-boyle,2014-2015,nhl,Brian Boyle,C/LW,FW
Melker Karlsson (RW/C),San Jose Sharks,53,13,11,24,0.45,20,-3,https://www.eliteprospects.com/player/10014/melker-karlsson,2014-2015,nhl,Melker Karlsson,RW/C,FW
Josh Jooris (C/RW),Calgary Flames,60,12,12,24,0.40,16,1,https://www.eliteprospects.com/player/76087/josh-jooris,2014-2015,nhl,Josh Jooris,C/RW,FW
Linden Vey (C),Vancouver Canucks,75,10,14,24,0.32,18,-3,https://www.eliteprospects.com/player/28422/linden-vey,2014-2015,nhl,Linden Vey,C,FW
Martin Hanzal (C),Arizona Coyotes,37,8,16,24,0.65,31,-1,https://www.eliteprospects.com/player/9237/martin-hanzal,2014-2015,nhl,Martin Hanzal,C,FW
Jordan Staal (C),Carolina Hurricanes,46,6,18,24,0.52,14,-6,https://www.eliteprospects.com/player/10157/jordan-staal,2014-2015,nhl,Jordan Staal,C,FW
Jake Gardiner (D),Toronto Maple Leafs,79,4,20,24,0.30,24,-23,https://www.eliteprospects.com/player/18592/jake-gardiner,2014-2015,nhl,Jake Gardiner,D,DEF
Adam Larsson (D),New Jersey Devils,64,3,21,24,0.38,34,2,https://www.eliteprospects.com/player/10713/adam-larsson,2014-2015,nhl,Adam Larsson,D,DEF
Brayden McNabb (D),Los Angeles Kings,71,2,22,24,0.34,52,11,https://www.eliteprospects.com/player/31079/brayden-mcnabb,2014-2015,nhl,Brayden McNabb,D,DEF
Matt Calvert (LW/RW),Columbus Blue Jackets,56,13,10,23,0.41,28,1,https://www.eliteprospects.com/player/17025/matt-calvert,2014-2015,nhl,Matt Calvert,LW/RW,FW
Erik Johnson (D),Colorado Avalanche,47,12,11,23,0.49,33,2,https://www.eliteprospects.com/player/9207/erik-johnson,2014-2015,nhl,Erik Johnson,D,DEF
Mason Raymond (LW/RW),Calgary Flames,57,12,11,23,0.40,8,-8,https://www.eliteprospects.com/player/11354/mason-raymond,2014-2015,nhl,Mason Raymond,LW/RW,FW
François Beauchemin (D),Anaheim Ducks,64,11,12,23,0.36,48,17,https://www.eliteprospects.com/player/8529/francois-beauchemin,2014-2015,nhl,François Beauchemin,D,DEF
