player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,player_name,position,fw_def
Duncan Keith (D),Chicago Blackhawks,74,4,36,40,0.54,42,15,https://www.eliteprospects.com/player/9012/duncan-keith,2011-2012,nhl,Duncan Keith,D,DEF
Chris Kelly (C/LW),Boston Bruins,82,20,19,39,0.48,41,33,https://www.eliteprospects.com/player/9013/chris-kelly,2011-2012,nhl,Chris Kelly,C/LW,FW
Jason Chimera (LW/RW),Washington Capitals,82,20,19,39,0.48,78,4,https://www.eliteprospects.com/player/8762/jason-chimera,2011-2012,nhl,Jason Chimera,LW/RW,FW
Jannik Hansen (RW/LW),Vancouver Canucks,82,16,23,39,0.48,34,18,https://www.eliteprospects.com/player/2368/jannik-hansen,2011-2012,nhl,Jannik Hansen,RW/LW,FW
Steve Ott (C/W),Dallas Stars,74,11,28,39,0.53,156,5,https://www.eliteprospects.com/player/8944/steve-ott,2011-2012,nhl,Steve Ott,C/W,FW
Patrik Berglund (C),St. Louis Blues,82,19,19,38,0.46,30,4,https://www.eliteprospects.com/player/3637/patrik-berglund,2011-2012,nhl,Patrik Berglund,C,FW
Matt Cooke (LW),Pittsburgh Penguins,82,19,19,38,0.46,44,5,https://www.eliteprospects.com/player/8549/matt-cooke,2011-2012,nhl,Matt Cooke,LW,FW
Carl Hagelin (LW),New York Rangers,64,14,24,38,0.59,24,21,https://www.eliteprospects.com/player/4567/carl-hagelin,2011-2012,nhl,Carl Hagelin,LW,FW
Todd Bertuzzi (RW/LW),Detroit Red Wings,71,14,24,38,0.54,64,23,https://www.eliteprospects.com/player/9081/todd-bertuzzi,2011-2012,nhl,Todd Bertuzzi,RW/LW,FW
Jack Johnson (D),totals,82,12,26,38,0.46,39,-7,https://www.eliteprospects.com/player/9205/jack-johnson,2011-2012,nhl,Jack Johnson,D,DEF
Saku Koivu (C),Anaheim Ducks,74,11,27,38,0.51,50,7,https://www.eliteprospects.com/player/2669/saku-koivu,2011-2012,nhl,Saku Koivu,C,FW
Matt Carle (D),Philadelphia Flyers,82,4,34,38,0.46,36,4,https://www.eliteprospects.com/player/9108/matt-carle,2011-2012,nhl,Matt Carle,D,DEF
David Jones (RW),Colorado Avalanche,72,20,17,37,0.51,32,-8,https://www.eliteprospects.com/player/11426/david-jones,2011-2012,nhl,David Jones,RW,FW
Jamie McGinn (LW),totals,78,20,17,37,0.47,37,-3,https://www.eliteprospects.com/player/9336/jamie-mcginn,2011-2012,nhl,Jamie McGinn,LW,FW
Dave Bolland (C/RW),Chicago Blackhawks,76,19,18,37,0.49,47,0,https://www.eliteprospects.com/player/9193/dave-bolland,2011-2012,nhl,Dave Bolland,C/RW,FW
Lauri Korpikoski (LW/RW),Phoenix Coyotes,82,17,20,37,0.45,14,3,https://www.eliteprospects.com/player/4219/lauri-korpikoski,2011-2012,nhl,Lauri Korpikoski,LW/RW,FW
Colin Greening (C/LW),Ottawa Senators,82,17,20,37,0.45,46,-4,https://www.eliteprospects.com/player/15312/colin-greening,2011-2012,nhl,Colin Greening,C/LW,FW
Milan Hejduk (RW),Colorado Avalanche,81,14,23,37,0.46,14,-12,https://www.eliteprospects.com/player/8603/milan-hejduk,2011-2012,nhl,Milan Hejduk,RW,FW
Brent Burns (D),San Jose Sharks,81,11,26,37,0.46,34,8,https://www.eliteprospects.com/player/9103/brent-burns,2011-2012,nhl,Brent Burns,D,DEF
Antoine Vermette (C),totals,82,11,26,37,0.45,28,-13,https://www.eliteprospects.com/player/8840/antoine-vermette,2011-2012,nhl,Antoine Vermette,C,FW
Sidney Crosby (C),Pittsburgh Penguins,22,8,29,37,1.68,14,15,https://www.eliteprospects.com/player/6146/sidney-crosby,2011-2012,nhl,Sidney Crosby,C,FW
Sergei Gonchar (D),Ottawa Senators,74,5,32,37,0.5,55,-4,https://www.eliteprospects.com/player/8678/sergei-gonchar,2011-2012,nhl,Sergei Gonchar,D,DEF
Dan Hamhuis (D),Vancouver Canucks,82,4,33,37,0.45,46,29,https://www.eliteprospects.com/player/9040/dan-hamhuis,2011-2012,nhl,Dan Hamhuis,D,DEF
Nick Leddy (D),Chicago Blackhawks,82,3,34,37,0.45,10,-12,https://www.eliteprospects.com/player/38067/nick-leddy,2011-2012,nhl,Nick Leddy,D,DEF
Devin Setoguchi (RW),Minnesota Wild,69,19,17,36,0.52,28,-17,https://www.eliteprospects.com/player/9360/devin-setoguchi,2011-2012,nhl,Devin Setoguchi,RW,FW
Jiri Tlusty (LW/RW),Carolina Hurricanes,79,17,19,36,0.46,26,1,https://www.eliteprospects.com/player/8605/jiri-tlusty,2011-2012,nhl,Jiri Tlusty,LW/RW,FW
Andrei Kostitsyn (LW/RW),totals,72,16,20,36,0.5,26,-1,https://www.eliteprospects.com/player/6666/andrei-kostitsyn,2011-2012,nhl,Andrei Kostitsyn,LW/RW,FW
Artyom Anisimov (C/LW),New York Rangers,79,16,20,36,0.46,34,12,https://www.eliteprospects.com/player/9300/artyom-anisimov,2011-2012,nhl,Artyom Anisimov,C/LW,FW
Niklas Kronwall (D),Detroit Red Wings,82,15,21,36,0.44,38,-2,https://www.eliteprospects.com/player/69/niklas-kronwall,2011-2012,nhl,Niklas Kronwall,D,DEF
Craig Smith (C/RW),Nashville Predators,72,14,22,36,0.5,30,-9,https://www.eliteprospects.com/player/27038/craig-smith,2011-2012,nhl,Craig Smith,C/RW,FW
Tim Connolly (C),Toronto Maple Leafs,70,13,23,36,0.51,40,-14,https://www.eliteprospects.com/player/8775/tim-connolly,2011-2012,nhl,Tim Connolly,C,FW
Ales Hemsky (RW),Edmonton Oilers,69,10,26,36,0.52,43,-13,https://www.eliteprospects.com/player/8600/ales-hemsky,2011-2012,nhl,Ales Hemsky,RW,FW
Drew Doughty (D),Los Angeles Kings,77,10,26,36,0.47,69,-2,https://www.eliteprospects.com/player/10430/drew-doughty,2011-2012,nhl,Drew Doughty,D,DEF
P.K. Subban (D),Montréal Canadiens,81,7,29,36,0.44,119,9,https://www.eliteprospects.com/player/11251/p.k.-subban,2011-2012,nhl,P.K. Subban,D,DEF
Colin Wilson (LW/C),Nashville Predators,68,15,20,35,0.51,21,5,https://www.eliteprospects.com/player/9325/colin-wilson,2011-2012,nhl,Colin Wilson,LW/C,FW
Nikolai Antropov (C/W),Winnipeg Jets,69,15,20,35,0.51,42,0,https://www.eliteprospects.com/player/8657/nikolai-antropov,2011-2012,nhl,Nikolai Antropov,C/W,FW
Matt Cullen (C),Minnesota Wild,73,14,21,35,0.48,24,-10,https://www.eliteprospects.com/player/8754/matt-cullen,2011-2012,nhl,Matt Cullen,C,FW
Jeff Carter (C),totals,55,21,13,34,0.62,16,-12,https://www.eliteprospects.com/player/8813/jeff-carter,2011-2012,nhl,Jeff Carter,C,FW
Maxime Talbot (C),Philadelphia Flyers,81,19,15,34,0.42,59,5,https://www.eliteprospects.com/player/9511/maxime-talbot,2011-2012,nhl,Maxime Talbot,C,FW
Tuomo Ruutu (W/C),Carolina Hurricanes,72,18,16,34,0.47,50,-3,https://www.eliteprospects.com/player/2695/tuomo-ruutu,2011-2012,nhl,Tuomo Ruutu,W/C,FW
Jason Arnott (C/RW),St. Louis Blues,72,17,17,34,0.47,26,13,https://www.eliteprospects.com/player/9068/jason-arnott,2011-2012,nhl,Jason Arnott,C/RW,FW
Tyler Ennis (RW/LW),Buffalo Sabres,48,15,19,34,0.71,14,11,https://www.eliteprospects.com/player/11667/tyler-ennis,2011-2012,nhl,Tyler Ennis,RW/LW,FW
Shawn Horcoff (C),Edmonton Oilers,81,13,21,34,0.42,24,-23,https://www.eliteprospects.com/player/4375/shawn-horcoff,2011-2012,nhl,Shawn Horcoff,C,FW
Nicklas Lidström (D),Detroit Red Wings,70,11,23,34,0.49,28,21,https://www.eliteprospects.com/player/722/nicklas-lidstrom,2011-2012,nhl,Nicklas Lidström,D,DEF
Brandon Dubinsky (C/LW),New York Rangers,77,10,24,34,0.44,110,16,https://www.eliteprospects.com/player/11024/brandon-dubinsky,2011-2012,nhl,Brandon Dubinsky,C/LW,FW
Brent Seabrook (D),Chicago Blackhawks,78,9,25,34,0.44,22,21,https://www.eliteprospects.com/player/8879/brent-seabrook,2011-2012,nhl,Brent Seabrook,D,DEF
Martin Hanzal (C),Phoenix Coyotes,64,8,26,34,0.53,63,12,https://www.eliteprospects.com/player/9237/martin-hanzal,2011-2012,nhl,Martin Hanzal,C,FW
Troy Brouwer (RW/LW),Washington Capitals,82,18,15,33,0.4,61,-15,https://www.eliteprospects.com/player/10669/troy-brouwer,2011-2012,nhl,Troy Brouwer,RW/LW,FW
Ryan Jones (LW/RW),Edmonton Oilers,79,17,16,33,0.42,42,-7,https://www.eliteprospects.com/player/11410/ryan-jones,2011-2012,nhl,Ryan Jones,LW/RW,FW
Jason Garrison (D),Florida Panthers,77,16,17,33,0.43,32,6,https://www.eliteprospects.com/player/24173/jason-garrison,2011-2012,nhl,Jason Garrison,D,DEF
Alexei Ponikarovsky (LW),totals,82,14,19,33,0.4,34,-3,https://www.eliteprospects.com/player/8658/alexei-ponikarovsky,2011-2012,nhl,Alexei Ponikarovsky,LW,FW
Daniel Cleary (LW/RW),Detroit Red Wings,75,12,21,33,0.44,30,2,https://www.eliteprospects.com/player/4376/daniel-cleary,2011-2012,nhl,Daniel Cleary,LW/RW,FW
Tyler Kennedy (RW),Pittsburgh Penguins,60,11,22,33,0.55,29,10,https://www.eliteprospects.com/player/11535/tyler-kennedy,2011-2012,nhl,Tyler Kennedy,RW,FW
Tobias Enström (D),Winnipeg Jets,62,6,27,33,0.53,38,6,https://www.eliteprospects.com/player/594/tobias-enstrom,2011-2012,nhl,Tobias Enström,D,DEF
Michael Grabner (LW/RW),New York Islanders,78,20,12,32,0.41,12,-18,https://www.eliteprospects.com/player/8494/michael-grabner,2011-2012,nhl,Michael Grabner,LW/RW,FW
Chad LaRose (RW/LW),Carolina Hurricanes,67,19,13,32,0.48,48,-15,https://www.eliteprospects.com/player/8990/chad-larose,2011-2012,nhl,Chad LaRose,RW/LW,FW
Nathan Horton (RW),Boston Bruins,46,17,15,32,0.7,54,0,https://www.eliteprospects.com/player/3657/nathan-horton,2011-2012,nhl,Nathan Horton,RW,FW
Brandon Sutter (C/RW),Carolina Hurricanes,82,17,15,32,0.39,21,-3,https://www.eliteprospects.com/player/9339/brandon-sutter,2011-2012,nhl,Brandon Sutter,C/RW,FW
Benoît Pouliot (LW),Boston Bruins,74,16,16,32,0.43,38,18,https://www.eliteprospects.com/player/4229/benoit-pouliot,2011-2012,nhl,Benoît Pouliot,LW,FW
Josh Bailey (RW/C),New York Islanders,80,13,19,32,0.4,32,-10,https://www.eliteprospects.com/player/14013/josh-bailey,2011-2012,nhl,Josh Bailey,RW/C,FW
Oliver Ekman Larsson (D),Phoenix Coyotes,82,13,19,32,0.39,32,0,https://www.eliteprospects.com/player/7693/oliver-ekman-larsson,2011-2012,nhl,Oliver Ekman Larsson,D,DEF
Tomas Kopecky (W/C),Florida Panthers,80,10,22,32,0.4,32,-8,https://www.eliteprospects.com/player/9642/tomas-kopecky,2011-2012,nhl,Tomas Kopecky,W/C,FW
John Carlson (D),Washington Capitals,82,9,23,32,0.39,22,-15,https://www.eliteprospects.com/player/18590/john-carlson,2011-2012,nhl,John Carlson,D,DEF
Nikita Nikitin (D),totals,61,7,25,32,0.52,18,-10,https://www.eliteprospects.com/player/12241/nikita-nikitin,2011-2012,nhl,Nikita Nikitin,D,DEF
Ian White (D),Detroit Red Wings,77,7,25,32,0.42,22,23,https://www.eliteprospects.com/player/9519/ian-white,2011-2012,nhl,Ian White,D,DEF
Ryan McDonagh (D),New York Rangers,82,7,25,32,0.39,44,25,https://www.eliteprospects.com/player/11458/ryan-mcdonagh,2011-2012,nhl,Ryan McDonagh,D,DEF
Filip Kuba (D),Ottawa Senators,73,6,26,32,0.44,26,26,https://www.eliteprospects.com/player/8639/filip-kuba,2011-2012,nhl,Filip Kuba,D,DEF
Christian Ehrhoff (D),Buffalo Sabres,66,5,27,32,0.48,47,-2,https://www.eliteprospects.com/player/8581/christian-ehrhoff,2011-2012,nhl,Christian Ehrhoff,D,DEF
Mikael Samuelsson (RW),totals,54,14,17,31,0.57,20,1,https://www.eliteprospects.com/player/736/mikael-samuelsson,2011-2012,nhl,Mikael Samuelsson,RW,FW
Tomas Kaberle (D),totals,72,3,28,31,0.43,12,-18,https://www.eliteprospects.com/player/8542/tomas-kaberle,2011-2012,nhl,Tomas Kaberle,D,DEF
David Booth (LW/RW),totals,62,16,14,30,0.48,34,-5,https://www.eliteprospects.com/player/9402/david-booth,2011-2012,nhl,David Booth,LW/RW,FW
Mathieu Perreault (C),Washington Capitals,64,16,14,30,0.47,24,9,https://www.eliteprospects.com/player/10441/mathieu-perreault,2011-2012,nhl,Mathieu Perreault,C,FW
Chris Stewart (RW/LW),St. Louis Blues,79,15,15,30,0.38,109,1,https://www.eliteprospects.com/player/10442/chris-stewart,2011-2012,nhl,Chris Stewart,RW/LW,FW
Daymond Langkow (C),Phoenix Coyotes,73,11,19,30,0.41,14,-4,https://www.eliteprospects.com/player/8986/daymond-langkow,2011-2012,nhl,Daymond Langkow,C,FW
Alex Goligoski (D),Dallas Stars,71,9,21,30,0.42,16,0,https://www.eliteprospects.com/player/9435/alex-goligoski,2011-2012,nhl,Alex Goligoski,D,DEF
Jake Gardiner (D),Toronto Maple Leafs,75,7,23,30,0.4,18,-2,https://www.eliteprospects.com/player/18592/jake-gardiner,2011-2012,nhl,Jake Gardiner,D,DEF
Jordin Tootoo (RW),Nashville Predators,77,6,24,30,0.39,92,-5,https://www.eliteprospects.com/player/9515/jordin-tootoo,2011-2012,nhl,Jordin Tootoo,RW,FW
Zach Bogosian (D),Winnipeg Jets,65,5,25,30,0.46,71,-3,https://www.eliteprospects.com/player/14440/zach-bogosian,2011-2012,nhl,Zach Bogosian,D,DEF
Kyle Turris (C/RW),totals,55,12,17,29,0.53,31,10,https://www.eliteprospects.com/player/11345/kyle-turris,2011-2012,nhl,Kyle Turris,C/RW,FW
Cam Fowler (D),Anaheim Ducks,82,5,24,29,0.35,18,-28,https://www.eliteprospects.com/player/31261/cam-fowler,2011-2012,nhl,Cam Fowler,D,DEF
Dan Girardi (D),New York Rangers,82,5,24,29,0.35,20,13,https://www.eliteprospects.com/player/11025/dan-girardi,2011-2012,nhl,Dan Girardi,D,DEF
Jay Bouwmeester (D),Calgary Flames,82,5,24,29,0.35,26,-21,https://www.eliteprospects.com/player/3659/jay-bouwmeester,2011-2012,nhl,Jay Bouwmeester,D,DEF
Lars Eller (C/LW),Montréal Canadiens,79,16,12,28,0.35,66,-5,https://www.eliteprospects.com/player/5995/lars-eller,2011-2012,nhl,Lars Eller,C/LW,FW
Alexander Steen (C),St. Louis Blues,43,15,13,28,0.65,28,24,https://www.eliteprospects.com/player/460/alexander-steen,2011-2012,nhl,Alexander Steen,C,FW
Matt Halischuk (RW),Nashville Predators,73,15,13,28,0.38,27,9,https://www.eliteprospects.com/player/12560/matt-halischuk,2011-2012,nhl,Matt Halischuk,RW,FW
Matt Duchene (C/LW),Colorado Avalanche,58,14,14,28,0.48,8,-11,https://www.eliteprospects.com/player/12571/matt-duchene,2011-2012,nhl,Matt Duchene,C/LW,FW
Lee Stempniak (RW),Calgary Flames,61,14,14,28,0.46,16,-2,https://www.eliteprospects.com/player/10199/lee-stempniak,2011-2012,nhl,Lee Stempniak,RW,FW
Chris Neil (RW),Ottawa Senators,72,13,15,28,0.39,178,-10,https://www.eliteprospects.com/player/8949/chris-neil,2011-2012,nhl,Chris Neil,RW,FW
Alexander Burmistrov (C),Winnipeg Jets,76,13,15,28,0.37,42,4,https://www.eliteprospects.com/player/22927/alexander-burmistrov,2011-2012,nhl,Alexander Burmistrov,C,FW
Nikolai Kulyomin (LW/RW),Toronto Maple Leafs,70,7,21,28,0.4,6,2,https://www.eliteprospects.com/player/9258/nikolai-kulyomin,2011-2012,nhl,Nikolai Kulyomin,LW/RW,FW
Dmitri Kulikov (D),Florida Panthers,58,4,24,28,0.48,36,-5,https://www.eliteprospects.com/player/11866/dmitri-kulikov,2011-2012,nhl,Dmitri Kulikov,D,DEF
Cal Clutterbuck (RW),Minnesota Wild,74,15,12,27,0.36,103,-4,https://www.eliteprospects.com/player/9359/cal-clutterbuck,2011-2012,nhl,Cal Clutterbuck,RW,FW
Sean Couturier (C),Philadelphia Flyers,77,13,14,27,0.35,14,18,https://www.eliteprospects.com/player/32885/sean-couturier,2011-2012,nhl,Sean Couturier,C,FW
Andrew Brunette (LW),Chicago Blackhawks,78,12,15,27,0.35,4,-13,https://www.eliteprospects.com/player/9101/andrew-brunette,2011-2012,nhl,Andrew Brunette,LW,FW
Marcel Goc (C),Florida Panthers,57,11,16,27,0.47,10,5,https://www.eliteprospects.com/player/8583/marcel-goc,2011-2012,nhl,Marcel Goc,C,FW
Tim Stapleton (C/RW),Winnipeg Jets,63,11,16,27,0.43,10,-2,https://www.eliteprospects.com/player/9709/tim-stapleton,2011-2012,nhl,Tim Stapleton,C/RW,FW
Mark Giordano (D),Calgary Flames,61,9,18,27,0.44,75,0,https://www.eliteprospects.com/player/9161/mark-giordano,2011-2012,nhl,Mark Giordano,D,DEF
Jamie McBain (D),Carolina Hurricanes,76,8,19,27,0.36,4,-7,https://www.eliteprospects.com/player/9311/jamie-mcbain,2011-2012,nhl,Jamie McBain,D,DEF
Martin Havlát (RW/LW),San Jose Sharks,39,7,20,27,0.69,22,10,https://www.eliteprospects.com/player/8624/martin-havlat,2011-2012,nhl,Martin Havlát,RW/LW,FW
John-Michael Liles (D),Toronto Maple Leafs,66,7,20,27,0.41,20,-14,https://www.eliteprospects.com/player/8734/john-michael-liles,2011-2012,nhl,John-Michael Liles,D,DEF
James Wisniewski (D),Columbus Blue Jackets,48,6,21,27,0.56,37,-13,https://www.eliteprospects.com/player/9407/james-wisniewski,2011-2012,nhl,James Wisniewski,D,DEF
Lubomir Visnovsky (D),Anaheim Ducks,68,6,21,27,0.4,47,7,https://www.eliteprospects.com/player/8592/lubomir-visnovsky,2011-2012,nhl,Lubomir Visnovsky,D,DEF
Paul Martin (D),Pittsburgh Penguins,73,2,25,27,0.37,18,9,https://www.eliteprospects.com/player/8778/paul-martin,2011-2012,nhl,Paul Martin,D,DEF
Raffi Torres (LW),Phoenix Coyotes,79,15,11,26,0.33,83,2,https://www.eliteprospects.com/player/8857/raffi-torres,2011-2012,nhl,Raffi Torres,LW,FW
Zack Smith (C/LW),Ottawa Senators,81,14,12,26,0.32,98,4,https://www.eliteprospects.com/player/14495/zack-smith,2011-2012,nhl,Zack Smith,C/LW,FW
Andrew Cogliano (C/LW),Anaheim Ducks,82,13,13,26,0.32,15,-4,https://www.eliteprospects.com/player/9187/andrew-cogliano,2011-2012,nhl,Andrew Cogliano,C/LW,FW
Brenden Morrow (LW),Dallas Stars,57,11,15,26,0.46,97,1,https://www.eliteprospects.com/player/8960/brenden-morrow,2011-2012,nhl,Brenden Morrow,LW,FW
Joey Crabb (RW),Toronto Maple Leafs,67,11,15,26,0.39,33,1,https://www.eliteprospects.com/player/9395/joey-crabb,2011-2012,nhl,Joey Crabb,RW,FW
Brian Boyle (C/LW),New York Rangers,82,11,15,26,0.32,59,2,https://www.eliteprospects.com/player/11429/brian-boyle,2011-2012,nhl,Brian Boyle,C/LW,FW
Darren Helm (C/LW),Detroit Red Wings,68,9,17,26,0.38,12,5,https://www.eliteprospects.com/player/10438/darren-helm,2011-2012,nhl,Darren Helm,C/LW,FW
Marcus Krüger (C),Chicago Blackhawks,71,9,17,26,0.37,22,11,https://www.eliteprospects.com/player/8311/marcus-kruger,2011-2012,nhl,Marcus Krüger,C,FW
Nick Johnson (RW),Minnesota Wild,77,8,18,26,0.34,45,-6,https://www.eliteprospects.com/player/17765/nick-johnson,2011-2012,nhl,Nick Johnson,RW,FW
Kyle Quincey (D),totals,72,7,19,26,0.36,89,-1,https://www.eliteprospects.com/player/10366/kyle-quincey,2011-2012,nhl,Kyle Quincey,D,DEF
Fyodor Tyutin (D),Columbus Blue Jackets,66,5,21,26,0.39,49,-21,https://www.eliteprospects.com/player/8691/fyodor-tyutin,2011-2012,nhl,Fyodor Tyutin,D,DEF
Erik Johnson (D),Colorado Avalanche,73,4,22,26,0.36,26,-7,https://www.eliteprospects.com/player/9207/erik-johnson,2011-2012,nhl,Erik Johnson,D,DEF
Drew Miller (LW/RW),Detroit Red Wings,80,14,11,25,0.31,20,6,https://www.eliteprospects.com/player/11405/drew-miller,2011-2012,nhl,Drew Miller,LW/RW,FW
Mark Letestu (C),totals,62,11,14,25,0.4,8,-9,https://www.eliteprospects.com/player/11423/mark-letestu,2011-2012,nhl,Mark Letestu,C,FW
Sami Salo (D),Vancouver Canucks,69,9,16,25,0.36,10,7,https://www.eliteprospects.com/player/2672/sami-salo,2011-2012,nhl,Sami Salo,D,DEF
Ville Leino (LW/RW),Buffalo Sabres,71,8,17,25,0.35,16,-2,https://www.eliteprospects.com/player/7418/ville-leino,2011-2012,nhl,Ville Leino,LW/RW,FW
Erik Condra (RW/LW),Ottawa Senators,81,8,17,25,0.31,30,11,https://www.eliteprospects.com/player/11419/erik-condra,2011-2012,nhl,Erik Condra,RW/LW,FW
Andrej Meszaros (D),Philadelphia Flyers,62,7,18,25,0.4,38,6,https://www.eliteprospects.com/player/8664/andrej-meszaros,2011-2012,nhl,Andrej Meszaros,D,DEF
Nathan Gerbe (C/LW),Buffalo Sabres,62,6,19,25,0.4,32,2,https://www.eliteprospects.com/player/9216/nathan-gerbe,2011-2012,nhl,Nathan Gerbe,C/LW,FW
Joe Corvo (D),Boston Bruins,75,4,21,25,0.33,13,10,https://www.eliteprospects.com/player/9122/joe-corvo,2011-2012,nhl,Joe Corvo,D,DEF
Trevor Daley (D),Dallas Stars,79,4,21,25,0.32,42,3,https://www.eliteprospects.com/player/9128/trevor-daley,2011-2012,nhl,Trevor Daley,D,DEF
Dominic Moore (C),totals,79,4,21,25,0.32,54,-18,https://www.eliteprospects.com/player/8964/dominic-moore,2011-2012,nhl,Dominic Moore,C,FW
Jeff Petry (D),Edmonton Oilers,73,2,23,25,0.34,26,-7,https://www.eliteprospects.com/player/12265/jeff-petry,2011-2012,nhl,Jeff Petry,D,DEF
René Bourque (LW/RW),totals,76,18,6,24,0.32,68,-19,https://www.eliteprospects.com/player/9089/rene-bourque,2011-2012,nhl,René Bourque,LW/RW,FW
Tim Brent (C),Carolina Hurricanes,79,12,12,24,0.3,27,-8,https://www.eliteprospects.com/player/9508/tim-brent,2011-2012,nhl,Tim Brent,C,FW
James van Riemsdyk (LW/RW),Philadelphia Flyers,43,11,13,24,0.56,24,-1,https://www.eliteprospects.com/player/9324/james-van-riemsdyk,2011-2012,nhl,James van Riemsdyk,LW/RW,FW
Tomas Holmström (RW),Detroit Red Wings,74,11,13,24,0.32,40,-9,https://www.eliteprospects.com/player/712/tomas-holmstrom,2011-2012,nhl,Tomas Holmström,RW,FW
Mikkel Bødker (LW),Phoenix Coyotes,82,11,13,24,0.29,12,-2,https://www.eliteprospects.com/player/5996/mikkel-bodker,2011-2012,nhl,Mikkel Bødker,LW,FW
Jordan Leopold (D),Buffalo Sabres,79,10,14,24,0.3,28,4,https://www.eliteprospects.com/player/8997/jordan-leopold,2011-2012,nhl,Jordan Leopold,D,DEF
Shawn Matthias (LW),Florida Panthers,79,10,14,24,0.3,49,-2,https://www.eliteprospects.com/player/9345/shawn-matthias,2011-2012,nhl,Shawn Matthias,LW,FW
Bryan Bickell (LW),Chicago Blackhawks,71,9,15,24,0.34,48,-3,https://www.eliteprospects.com/player/11346/bryan-bickell,2011-2012,nhl,Bryan Bickell,LW,FW
Michal Handzus (C),San Jose Sharks,67,7,17,24,0.36,18,-6,https://www.eliteprospects.com/player/8683/michal-handzus,2011-2012,nhl,Michal Handzus,C,FW
Brian Rolston (LW),totals,70,7,17,24,0.34,14,-5,https://www.eliteprospects.com/player/8927/brian-rolston,2011-2012,nhl,Brian Rolston,LW,FW
Jamie Langenbrunner (RW),St. Louis Blues,70,6,18,24,0.34,32,7,https://www.eliteprospects.com/player/8742/jamie-langenbrunner,2011-2012,nhl,Jamie Langenbrunner,RW,FW
Andrew Ference (D),Boston Bruins,72,6,18,24,0.33,46,9,https://www.eliteprospects.com/player/8711/andrew-ference,2011-2012,nhl,Andrew Ference,D,DEF
Willie Mitchell (D),Los Angeles Kings,76,5,19,24,0.32,44,20,https://www.eliteprospects.com/player/8548/willie-mitchell,2011-2012,nhl,Willie Mitchell,D,DEF
Luca Sbisa (D),Anaheim Ducks,80,5,19,24,0.3,66,-5,https://www.eliteprospects.com/player/13946/luca-sbisa,2011-2012,nhl,Luca Sbisa,D,DEF
Marc-André Bergeron (D),Tampa Bay Lightning,43,4,20,24,0.56,20,6,https://www.eliteprospects.com/player/5672/marc-andre-bergeron,2011-2012,nhl,Marc-André Bergeron,D,DEF
Braydon Coburn (D),Philadelphia Flyers,81,4,20,24,0.3,56,10,https://www.eliteprospects.com/player/9477/braydon-coburn,2011-2012,nhl,Braydon Coburn,D,DEF
Travis Hamonic (D),New York Islanders,73,2,22,24,0.33,73,6,https://www.eliteprospects.com/player/17519/travis-hamonic,2011-2012,nhl,Travis Hamonic,D,DEF
Sean Bergenheim (LW),Florida Panthers,62,17,6,23,0.37,48,-5,https://www.eliteprospects.com/player/2708/sean-bergenheim,2011-2012,nhl,Sean Bergenheim,LW,FW
Andrew Shaw (RW/C),Chicago Blackhawks,37,12,11,23,0.62,50,-1,https://www.eliteprospects.com/player/37671/andrew-shaw,2011-2012,nhl,Andrew Shaw,RW/C,FW
Niklas Hagman (LW),totals,71,9,14,23,0.32,14,-7,https://www.eliteprospects.com/player/2680/niklas-hagman,2011-2012,nhl,Niklas Hagman,LW,FW
Jay Harrison (D),Carolina Hurricanes,72,9,14,23,0.32,60,-10,https://www.eliteprospects.com/player/9522/jay-harrison,2011-2012,nhl,Jay Harrison,D,DEF
Tyler Myers (D),Buffalo Sabres,55,8,15,23,0.42,33,5,https://www.eliteprospects.com/player/17521/tyler-myers,2011-2012,nhl,Tyler Myers,D,DEF
Brad Boyes (RW),Buffalo Sabres,65,8,15,23,0.35,6,2,https://www.eliteprospects.com/player/9092/brad-boyes,2011-2012,nhl,Brad Boyes,RW,FW
Boyd Gordon (C),Phoenix Coyotes,75,8,15,23,0.31,10,9,https://www.eliteprospects.com/player/9513/boyd-gordon,2011-2012,nhl,Boyd Gordon,C,FW
Daniel Winnik (W/C),totals,84,8,15,23,0.27,52,-11,https://www.eliteprospects.com/player/11480/daniel-winnik,2011-2012,nhl,Daniel Winnik,W/C,FW
Victor Hedman (D),Tampa Bay Lightning,61,5,18,23,0.38,65,-9,https://www.eliteprospects.com/player/6007/victor-hedman,2011-2012,nhl,Victor Hedman,D,DEF
Dennis Seidenberg (D),Boston Bruins,80,5,18,23,0.29,39,15,https://www.eliteprospects.com/player/8590/dennis-seidenberg,2011-2012,nhl,Dennis Seidenberg,D,DEF
Marc-Édouard Vlasic (D),San Jose Sharks,82,4,19,23,0.28,40,11,https://www.eliteprospects.com/player/10218/marc-edouard-vlasic,2011-2012,nhl,Marc-Édouard Vlasic,D,DEF
Jared Spurgeon (D),Minnesota Wild,70,3,20,23,0.33,6,-4,https://www.eliteprospects.com/player/11611/jared-spurgeon,2011-2012,nhl,Jared Spurgeon,D,DEF
Andy McDonald (C),St. Louis Blues,25,10,12,22,0.88,2,4,https://www.eliteprospects.com/player/8527/andy-mcdonald,2011-2012,nhl,Andy McDonald,C,FW
Nick Spaling (C/LW),Nashville Predators,77,10,12,22,0.29,18,-7,https://www.eliteprospects.com/player/12462/nick-spaling,2011-2012,nhl,Nick Spaling,C/LW,FW
