player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,player_name,position,fw_def
Mike Van Ryn (D),Florida Panthers,79,13,24,37,0.47,52,-16,https://www.eliteprospects.com/player/8834/mike-van-ryn,2003-2004,nhl,Mike Van Ryn,D,DEF
Randy Robitaille (C),Atlanta Thrashers,69,11,26,37,0.54,20,-12,https://www.eliteprospects.com/player/8822/randy-robitaille,2003-2004,nhl,Randy Robitaille,C,FW
Jozef Stümpel (C),Los Angeles Kings,64,8,29,37,0.58,16,5,https://www.eliteprospects.com/player/8649/jozef-stumpel,2003-2004,nhl,Jozef Stümpel,C,FW
Geoff Sanderson (LW),totals,80,16,20,36,0.45,38,-10,https://www.eliteprospects.com/player/8780/geoff-sanderson,2003-2004,nhl,Geoff Sanderson,LW,FW
Trevor Linden (C),Vancouver Canucks,82,14,22,36,0.44,26,-6,https://www.eliteprospects.com/player/8551/trevor-linden,2003-2004,nhl,Trevor Linden,C,FW
Alexei Zhamnov (C),totals,43,11,25,36,0.84,28,-1,https://www.eliteprospects.com/player/8572/alexei-zhamnov,2003-2004,nhl,Alexei Zhamnov,C,FW
Paul Kariya (LW),Colorado Avalanche,51,11,25,36,0.71,22,-5,https://www.eliteprospects.com/player/9002/paul-kariya,2003-2004,nhl,Paul Kariya,LW,FW
Brian Rafalski (D),New Jersey Devils,69,6,30,36,0.52,24,6,https://www.eliteprospects.com/player/1635/brian-rafalski,2003-2004,nhl,Brian Rafalski,D,DEF
Mark Parrish (RW),New York Islanders,59,24,11,35,0.59,18,8,https://www.eliteprospects.com/player/8905/mark-parrish,2003-2004,nhl,Mark Parrish,RW,FW
Martin Gélinas (LW),Calgary Flames,76,17,18,35,0.46,70,10,https://www.eliteprospects.com/player/8787/martin-gelinas,2003-2004,nhl,Martin Gélinas,LW,FW
Pavel Kubina (D),Tampa Bay Lightning,81,17,18,35,0.43,85,9,https://www.eliteprospects.com/player/5519/pavel-kubina,2003-2004,nhl,Pavel Kubina,D,DEF
Sheldon Souray (D),Montréal Canadiens,63,15,20,35,0.56,104,4,https://www.eliteprospects.com/player/4505/sheldon-souray,2003-2004,nhl,Sheldon Souray,D,DEF
Derek Armstrong (C/RW),Los Angeles Kings,57,14,21,35,0.61,33,4,https://www.eliteprospects.com/player/8774/derek-armstrong,2003-2004,nhl,Derek Armstrong,C/RW,FW
Dallas Drake (LW),St. Louis Blues,79,13,22,35,0.44,65,10,https://www.eliteprospects.com/player/9141/dallas-drake,2003-2004,nhl,Dallas Drake,LW,FW
John Madden (C),New Jersey Devils,80,12,23,35,0.44,22,7,https://www.eliteprospects.com/player/8723/john-madden,2003-2004,nhl,John Madden,C,FW
Raffi Torres (LW),Edmonton Oilers,80,20,14,34,0.43,65,12,https://www.eliteprospects.com/player/8857/raffi-torres,2003-2004,nhl,Raffi Torres,LW,FW
Rico Fata (C),Pittsburgh Penguins,73,16,18,34,0.47,54,-46,https://www.eliteprospects.com/player/8755/rico-fata,2003-2004,nhl,Rico Fata,C,FW
Alexei Yashin (C/W),New York Islanders,47,15,19,34,0.72,10,-1,https://www.eliteprospects.com/player/8695/alexei-yashin,2003-2004,nhl,Alexei Yashin,C/W,FW
Jeff O'Neill (RW),Carolina Hurricanes,67,14,20,34,0.51,60,-12,https://www.eliteprospects.com/player/8938/jeff-o-neill,2003-2004,nhl,Jeff O'Neill,RW,FW
Mattias Öhlund (D),Vancouver Canucks,82,14,20,34,0.41,73,14,https://www.eliteprospects.com/player/749/mattias-ohlund,2003-2004,nhl,Mattias Öhlund,D,DEF
Nikolai Zherdev (LW/RW),Columbus Blue Jackets,57,13,21,34,0.6,54,-11,https://www.eliteprospects.com/player/8620/nikolai-zherdev,2003-2004,nhl,Nikolai Zherdev,LW/RW,FW
Joffrey Lupul (RW),Mighty Ducks of Anaheim,75,13,21,34,0.45,28,-6,https://www.eliteprospects.com/player/9001/joffrey-lupul,2003-2004,nhl,Joffrey Lupul,RW,FW
Ales Hemsky (RW),Edmonton Oilers,71,12,22,34,0.48,14,-7,https://www.eliteprospects.com/player/8600/ales-hemsky,2003-2004,nhl,Ales Hemsky,RW,FW
Dmitri Kalinin (D),Buffalo Sabres,77,10,24,34,0.44,42,0,https://www.eliteprospects.com/player/8673/dmitri-kalinin,2003-2004,nhl,Dmitri Kalinin,D,DEF
John-Michael Liles (D),Colorado Avalanche,79,10,24,34,0.43,28,7,https://www.eliteprospects.com/player/8734/john-michael-liles,2003-2004,nhl,John-Michael Liles,D,DEF
Todd Marchant (C),Columbus Blue Jackets,77,9,25,34,0.44,34,-17,https://www.eliteprospects.com/player/8532/todd-marchant,2003-2004,nhl,Todd Marchant,C,FW
Scott Hartnell (LW),Nashville Predators,59,18,15,33,0.56,87,-5,https://www.eliteprospects.com/player/8764/scott-hartnell,2003-2004,nhl,Scott Hartnell,LW,FW
Kirk Maltby (LW),Detroit Red Wings,79,14,19,33,0.42,80,24,https://www.eliteprospects.com/player/8954/kirk-maltby,2003-2004,nhl,Kirk Maltby,LW,FW
Sergei Brylin (W/C),New Jersey Devils,82,14,19,33,0.4,20,10,https://www.eliteprospects.com/player/8697/sergei-brylin,2003-2004,nhl,Sergei Brylin,W/C,FW
Viktor Kozlov (C/RW),totals,59,13,20,33,0.56,18,-4,https://www.eliteprospects.com/player/8699/viktor-kozlov,2003-2004,nhl,Viktor Kozlov,C/RW,FW
Éric Bélanger (C),Los Angeles Kings,81,13,20,33,0.41,44,-16,https://www.eliteprospects.com/player/8758/eric-belanger,2003-2004,nhl,Éric Bélanger,C,FW
Jan Hrdina (C/W),totals,68,12,21,33,0.49,40,-6,https://www.eliteprospects.com/player/8623/jan-hrdina,2003-2004,nhl,Jan Hrdina,C/W,FW
Jordan Leopold (D),Calgary Flames,82,9,24,33,0.4,24,8,https://www.eliteprospects.com/player/8997/jordan-leopold,2003-2004,nhl,Jordan Leopold,D,DEF
Darcy Tucker (LW),Toronto Maple Leafs,64,21,11,32,0.5,68,4,https://www.eliteprospects.com/player/8859/darcy-tucker,2003-2004,nhl,Darcy Tucker,LW,FW
Ethan Moreau (LW),Edmonton Oilers,81,20,12,32,0.4,96,7,https://www.eliteprospects.com/player/8703/ethan-moreau,2003-2004,nhl,Ethan Moreau,LW,FW
Brian Savage (LW),totals,74,16,16,32,0.43,38,-8,https://www.eliteprospects.com/player/8872/brian-savage,2003-2004,nhl,Brian Savage,LW,FW
Teemu Selänne (RW),Colorado Avalanche,78,16,16,32,0.41,32,2,https://www.eliteprospects.com/player/2683/teemu-selanne,2003-2004,nhl,Teemu Selänne,RW,FW
Trevor Letowski (RW),Columbus Blue Jackets,73,15,17,32,0.44,16,-12,https://www.eliteprospects.com/player/8777/trevor-letowski,2003-2004,nhl,Trevor Letowski,RW,FW
Greg Johnson (C),Nashville Predators,82,14,18,32,0.39,33,-21,https://www.eliteprospects.com/player/9032/greg-johnson,2003-2004,nhl,Greg Johnson,C,FW
Chris Gratton (C),totals,81,13,19,32,0.4,111,-18,https://www.eliteprospects.com/player/9167/chris-gratton,2003-2004,nhl,Chris Gratton,C,FW
Nathan Dempsey (D),totals,75,12,20,32,0.43,32,-12,https://www.eliteprospects.com/player/8741/nathan-dempsey,2003-2004,nhl,Nathan Dempsey,D,DEF
Eric Lindros (C),New York Rangers,39,10,22,32,0.82,60,7,https://www.eliteprospects.com/player/8998/eric-lindros,2003-2004,nhl,Eric Lindros,C,FW
Branko Radivojevic (RW),totals,83,10,22,32,0.39,72,-5,https://www.eliteprospects.com/player/5676/branko-radivojevic,2003-2004,nhl,Branko Radivojevic,RW,FW
Shawn Bates (C),New York Islanders,69,9,23,32,0.46,46,-8,https://www.eliteprospects.com/player/9075/shawn-bates,2003-2004,nhl,Shawn Bates,C,FW
Derek Morris (D),totals,83,6,26,32,0.39,49,-1,https://www.eliteprospects.com/player/8963/derek-morris,2003-2004,nhl,Derek Morris,D,DEF
Jaroslav Modrý (D),Los Angeles Kings,79,5,27,32,0.41,44,11,https://www.eliteprospects.com/player/8593/jaroslav-modry,2003-2004,nhl,Jaroslav Modrý,D,DEF
Maxim Afinogenov (RW/LW),Buffalo Sabres,73,17,14,31,0.42,57,-4,https://www.eliteprospects.com/player/8672/maxim-afinogenov,2003-2004,nhl,Maxim Afinogenov,RW/LW,FW
Yanic Perreault (C),Montréal Canadiens,69,16,15,31,0.45,40,-10,https://www.eliteprospects.com/player/8912/yanic-perreault,2003-2004,nhl,Yanic Perreault,C,FW
Ronald Petrovicky (RW),Atlanta Thrashers,78,16,15,31,0.4,123,-9,https://www.eliteprospects.com/player/5673/ronald-petrovicky,2003-2004,nhl,Ronald Petrovicky,RW,FW
Scott Mellanby (RW),St. Louis Blues,68,14,17,31,0.46,76,-7,https://www.eliteprospects.com/player/8570/scott-mellanby,2003-2004,nhl,Scott Mellanby,RW,FW
Sergejs Zoltoks (C),totals,70,14,17,31,0.44,19,2,https://www.eliteprospects.com/player/42946/sergejs-zoltoks,2003-2004,nhl,Sergejs Zoltoks,C,FW
Nikolai Antropov (C/W),Toronto Maple Leafs,62,13,18,31,0.5,62,7,https://www.eliteprospects.com/player/8657/nikolai-antropov,2003-2004,nhl,Nikolai Antropov,C/W,FW
Brett McLean (C),Chicago Blackhawks,76,11,20,31,0.41,54,-11,https://www.eliteprospects.com/player/4518/brett-mclean,2003-2004,nhl,Brett McLean,C,FW
Eric Staal (C),Carolina Hurricanes,81,11,20,31,0.38,40,-6,https://www.eliteprospects.com/player/3656/eric-staal,2003-2004,nhl,Eric Staal,C,FW
Kristian Huselius (LW),Florida Panthers,76,10,21,31,0.41,24,-6,https://www.eliteprospects.com/player/691/kristian-huselius,2003-2004,nhl,Kristian Huselius,LW,FW
Kip Miller (LW),Washington Capitals,66,9,22,31,0.47,8,-10,https://www.eliteprospects.com/player/24270/kip-miller,2003-2004,nhl,Kip Miller,LW,FW
Patrice Brisebois (D),Montréal Canadiens,71,4,27,31,0.44,22,17,https://www.eliteprospects.com/player/8781/patrice-brisebois,2003-2004,nhl,Patrice Brisebois,D,DEF
Tomas Kaberle (D),Toronto Maple Leafs,71,3,28,31,0.44,18,16,https://www.eliteprospects.com/player/8542/tomas-kaberle,2003-2004,nhl,Tomas Kaberle,D,DEF
Dean McAmmond (LW),Calgary Flames,64,17,13,30,0.47,18,9,https://www.eliteprospects.com/player/8972/dean-mcammond,2003-2004,nhl,Dean McAmmond,LW,FW
Fernando Pisani (RW),Edmonton Oilers,76,16,14,30,0.39,46,14,https://www.eliteprospects.com/player/8601/fernando-pisani,2003-2004,nhl,Fernando Pisani,RW,FW
Tomas Holmström (RW),Detroit Red Wings,67,15,15,30,0.45,32,8,https://www.eliteprospects.com/player/712/tomas-holmstrom,2003-2004,nhl,Tomas Holmström,RW,FW
Jan Bulis (C/LW),Montréal Canadiens,72,13,17,30,0.42,30,-8,https://www.eliteprospects.com/player/8368/jan-bulis,2003-2004,nhl,Jan Bulis,C/LW,FW
Sami Kapanen (LW),Philadelphia Flyers,74,12,18,30,0.41,14,9,https://www.eliteprospects.com/player/2657/sami-kapanen,2003-2004,nhl,Sami Kapanen,LW,FW
Robert Reichel (C),Toronto Maple Leafs,69,11,19,30,0.43,30,2,https://www.eliteprospects.com/player/10850/robert-reichel,2003-2004,nhl,Robert Reichel,C,FW
Ric Jackman (D),totals,54,9,21,30,0.56,27,-16,https://www.eliteprospects.com/player/4485/ric-jackman,2003-2004,nhl,Ric Jackman,D,DEF
Andy McDonald (C),Mighty Ducks of Anaheim,79,9,21,30,0.38,24,-13,https://www.eliteprospects.com/player/8527/andy-mcdonald,2003-2004,nhl,Andy McDonald,C,FW
Alexander Mogilny (RW),Toronto Maple Leafs,37,8,22,30,0.81,12,9,https://www.eliteprospects.com/player/21327/alexander-mogilny,2003-2004,nhl,Alexander Mogilny,RW,FW
Adam Foote (D),Colorado Avalanche,73,8,22,30,0.41,87,13,https://www.eliteprospects.com/player/9157/adam-foote,2003-2004,nhl,Adam Foote,D,DEF
Nick Boynton (D),Boston Bruins,81,6,24,30,0.37,98,17,https://www.eliteprospects.com/player/8752/nick-boynton,2003-2004,nhl,Nick Boynton,D,DEF
Brian Gionta (RW),New Jersey Devils,75,21,8,29,0.39,36,19,https://www.eliteprospects.com/player/9048/brian-gionta,2003-2004,nhl,Brian Gionta,RW,FW
Matthew Lombardi (C),Calgary Flames,79,16,13,29,0.37,32,4,https://www.eliteprospects.com/player/8999/matthew-lombardi,2003-2004,nhl,Matthew Lombardi,C,FW
Stephen Weiss (C),Florida Panthers,50,12,17,29,0.58,10,-10,https://www.eliteprospects.com/player/8817/stephen-weiss,2003-2004,nhl,Stephen Weiss,C,FW
Oleg Saprykin (LW),Calgary Flames,69,12,17,29,0.42,41,1,https://www.eliteprospects.com/player/8589/oleg-saprykin,2003-2004,nhl,Oleg Saprykin,LW,FW
Stu Barnes (C),Dallas Stars,77,11,18,29,0.38,18,7,https://www.eliteprospects.com/player/9074/stu-barnes,2003-2004,nhl,Stu Barnes,C,FW
Todd White (C),Ottawa Senators,53,9,20,29,0.55,22,12,https://www.eliteprospects.com/player/5532/todd-white,2003-2004,nhl,Todd White,C,FW
Wayne Primeau (C),San Jose Sharks,72,9,20,29,0.4,90,4,https://www.eliteprospects.com/player/8575/wayne-primeau,2003-2004,nhl,Wayne Primeau,C,FW
Konstantin Koltsov (LW),Pittsburgh Penguins,82,9,20,29,0.35,30,-30,https://www.eliteprospects.com/player/8679/konstantin-koltsov,2003-2004,nhl,Konstantin Koltsov,LW,FW
Mike Grier (RW),totals,82,9,20,29,0.35,36,-9,https://www.eliteprospects.com/player/9171/mike-grier,2003-2004,nhl,Mike Grier,RW,FW
Lubomir Visnovsky (D),Los Angeles Kings,58,8,21,29,0.5,26,8,https://www.eliteprospects.com/player/8592/lubomir-visnovsky,2003-2004,nhl,Lubomir Visnovsky,D,DEF
Steven Reinprecht (C),Calgary Flames,44,7,22,29,0.66,4,1,https://www.eliteprospects.com/player/8725/steven-reinprecht,2003-2004,nhl,Steven Reinprecht,C,FW
Jim Dowd (C),totals,69,7,22,29,0.42,44,12,https://www.eliteprospects.com/player/8739/jim-dowd,2003-2004,nhl,Jim Dowd,C,FW
Roman Hamrlík (D),New York Islanders,81,7,22,29,0.36,68,2,https://www.eliteprospects.com/player/8607/roman-hamrlik,2003-2004,nhl,Roman Hamrlík,D,DEF
Kenny Jönsson (D),New York Islanders,79,5,24,29,0.37,22,25,https://www.eliteprospects.com/player/717/kenny-jonsson,2003-2004,nhl,Kenny Jönsson,D,DEF
Ken Klee (D),Toronto Maple Leafs,66,4,25,29,0.44,36,-1,https://www.eliteprospects.com/player/9016/ken-klee,2003-2004,nhl,Ken Klee,D,DEF
Frantisek Kaberle (D),Atlanta Thrashers,67,3,26,29,0.43,30,2,https://www.eliteprospects.com/player/1919/frantisek-kaberle,2003-2004,nhl,Frantisek Kaberle,D,DEF
Chris Simon (LW),totals,78,17,11,28,0.36,250,15,https://www.eliteprospects.com/player/8882/chris-simon,2003-2004,nhl,Chris Simon,LW,FW
Anson Carter (RW),totals,77,15,13,28,0.36,20,-15,https://www.eliteprospects.com/player/9111/anson-carter,2003-2004,nhl,Anson Carter,RW,FW
Rob Niedermayer (RW/C),Mighty Ducks of Anaheim,55,12,16,28,0.51,34,-6,https://www.eliteprospects.com/player/8536/rob-niedermayer,2003-2004,nhl,Rob Niedermayer,RW/C,FW
Alexei Ponikarovsky (LW),Toronto Maple Leafs,73,9,19,28,0.38,44,14,https://www.eliteprospects.com/player/8658/alexei-ponikarovsky,2003-2004,nhl,Alexei Ponikarovsky,LW,FW
Sean Avery (LW/C),Los Angeles Kings,76,9,19,28,0.37,261,2,https://www.eliteprospects.com/player/8720/sean-avery,2003-2004,nhl,Sean Avery,LW/C,FW
Janne Niinimaa (D),New York Islanders,82,9,19,28,0.34,64,12,https://www.eliteprospects.com/player/2658/janne-niinimaa,2003-2004,nhl,Janne Niinimaa,D,DEF
Andrei Markov (D),Montréal Canadiens,69,6,22,28,0.41,20,-2,https://www.eliteprospects.com/player/8579/andrei-markov,2003-2004,nhl,Andrei Markov,D,DEF
Steve Staios (D),Edmonton Oilers,82,6,22,28,0.34,86,17,https://www.eliteprospects.com/player/5677/steve-staios,2003-2004,nhl,Steve Staios,D,DEF
Dan McGillis (D),Boston Bruins,80,5,23,28,0.35,65,-1,https://www.eliteprospects.com/player/9670/dan-mcgillis,2003-2004,nhl,Dan McGillis,D,DEF
Alexei Zhitnik (D),Buffalo Sabres,68,4,24,28,0.41,102,-13,https://www.eliteprospects.com/player/8696/alexei-zhitnik,2003-2004,nhl,Alexei Zhitnik,D,DEF
Pierre Dagenais (LW),Montréal Canadiens,50,17,10,27,0.54,24,15,https://www.eliteprospects.com/player/10254/pierre-dagenais,2003-2004,nhl,Pierre Dagenais,LW,FW
Turner Stevenson (RW),New Jersey Devils,61,14,13,27,0.44,76,0,https://www.eliteprospects.com/player/25592/turner-stevenson,2003-2004,nhl,Turner Stevenson,RW,FW
Matt Stajan (C),Toronto Maple Leafs,69,14,13,27,0.39,22,7,https://www.eliteprospects.com/player/8889/matt-stajan,2003-2004,nhl,Matt Stajan,C,FW
Adam Hall (RW),Nashville Predators,79,13,14,27,0.34,37,-8,https://www.eliteprospects.com/player/8724/adam-hall,2003-2004,nhl,Adam Hall,RW,FW
Scott Thornton (LW),San Jose Sharks,80,13,14,27,0.34,84,-6,https://www.eliteprospects.com/player/5638/scott-thornton,2003-2004,nhl,Scott Thornton,LW,FW
Andreas Johansson (LW),Nashville Predators,47,12,15,27,0.57,26,-2,https://www.eliteprospects.com/player/696/andreas-johansson,2003-2004,nhl,Andreas Johansson,LW,FW
Dainius Zubrus (W/C),Washington Capitals,54,12,15,27,0.5,38,-16,https://www.eliteprospects.com/player/8632/dainius-zubrus,2003-2004,nhl,Dainius Zubrus,W/C,FW
Jeff Cowan (LW),totals,71,11,16,27,0.38,92,1,https://www.eliteprospects.com/player/9125/jeff-cowan,2003-2004,nhl,Jeff Cowan,LW,FW
Joni Pitkänen (D),Philadelphia Flyers,71,8,19,27,0.38,44,15,https://www.eliteprospects.com/player/2697/joni-pitkanen,2003-2004,nhl,Joni Pitkänen,D,DEF
Anders Eriksson (D),Columbus Blue Jackets,66,7,20,27,0.41,18,-6,https://www.eliteprospects.com/player/471/anders-eriksson,2003-2004,nhl,Anders Eriksson,D,DEF
Ales Kotalik (RW/LW),Buffalo Sabres,62,15,11,26,0.42,41,-1,https://www.eliteprospects.com/player/8676/ales-kotalik,2003-2004,nhl,Ales Kotalik,RW/LW,FW
Jere Lehtinen (LW),Dallas Stars,58,13,13,26,0.45,20,0,https://www.eliteprospects.com/player/2687/jere-lehtinen,2003-2004,nhl,Jere Lehtinen,LW,FW
Jay Pandolfo (LW),New Jersey Devils,82,13,13,26,0.32,14,5,https://www.eliteprospects.com/player/8704/jay-pandolfo,2003-2004,nhl,Jay Pandolfo,LW,FW
Petr Cajanek (C),St. Louis Blues,70,12,14,26,0.37,16,12,https://www.eliteprospects.com/player/8609/petr-cajanek,2003-2004,nhl,Petr Cajanek,C,FW
Antti Laaksonen (LW),Minnesota Wild,77,12,14,26,0.34,20,0,https://www.eliteprospects.com/player/2675/antti-laaksonen,2003-2004,nhl,Antti Laaksonen,LW,FW
Pascal Dupuis (LW),Minnesota Wild,59,11,15,26,0.44,20,5,https://www.eliteprospects.com/player/8789/pascal-dupuis,2003-2004,nhl,Pascal Dupuis,LW,FW
Jamie Langenbrunner (RW),New Jersey Devils,53,10,16,26,0.49,43,9,https://www.eliteprospects.com/player/8742/jamie-langenbrunner,2003-2004,nhl,Jamie Langenbrunner,RW,FW
Martin Straka (C),totals,54,10,16,26,0.48,20,-25,https://www.eliteprospects.com/player/8689/martin-straka,2003-2004,nhl,Martin Straka,C,FW
Marc-André Bergeron (D),Edmonton Oilers,54,9,17,26,0.48,26,13,https://www.eliteprospects.com/player/5672/marc-andre-bergeron,2003-2004,nhl,Marc-André Bergeron,D,DEF
Mike Ricci (C),San Jose Sharks,71,7,19,26,0.37,40,8,https://www.eliteprospects.com/player/8909/mike-ricci,2003-2004,nhl,Mike Ricci,C,FW
Sami Salo (D),Vancouver Canucks,74,7,19,26,0.35,22,8,https://www.eliteprospects.com/player/2672/sami-salo,2003-2004,nhl,Sami Salo,D,DEF
Dan Hamhuis (D),Nashville Predators,80,7,19,26,0.33,57,-12,https://www.eliteprospects.com/player/9040/dan-hamhuis,2003-2004,nhl,Dan Hamhuis,D,DEF
Jiri Slegr (D),totals,52,6,20,26,0.5,35,11,https://www.eliteprospects.com/player/1938/jiri-slegr,2003-2004,nhl,Jiri Slegr,D,DEF
Andrew Cassels (C),Columbus Blue Jackets,58,6,20,26,0.45,26,-24,https://www.eliteprospects.com/player/42363/andrew-cassels,2003-2004,nhl,Andrew Cassels,C,FW
Niclas Hävelid (D),Mighty Ducks of Anaheim,79,6,20,26,0.33,28,-28,https://www.eliteprospects.com/player/713/niclas-havelid,2003-2004,nhl,Niclas Hävelid,D,DEF
Jan Hlavac (LW/RW),New York Rangers,72,5,21,26,0.36,16,-8,https://www.eliteprospects.com/player/8709/jan-hlavac,2003-2004,nhl,Jan Hlavac,LW/RW,FW
Martin Lapointe (RW),Boston Bruins,78,15,10,25,0.32,67,-5,https://www.eliteprospects.com/player/8989/martin-lapointe,2003-2004,nhl,Martin Lapointe,RW,FW
Juraj Kolnik (RW),Florida Panthers,63,14,11,25,0.4,14,-7,https://www.eliteprospects.com/player/8654/juraj-kolnik,2003-2004,nhl,Juraj Kolnik,RW,FW
Dany Heatley (LW/RW),Atlanta Thrashers,31,13,12,25,0.81,18,-8,https://www.eliteprospects.com/player/3664/dany-heatley,2003-2004,nhl,Dany Heatley,LW/RW,FW
Richard Park (RW/C),Minnesota Wild,73,13,12,25,0.34,28,0,https://www.eliteprospects.com/player/5214/richard-park,2003-2004,nhl,Richard Park,RW/C,FW
Wes Walz (C),Minnesota Wild,57,12,13,25,0.44,32,5,https://www.eliteprospects.com/player/8803/wes-walz,2003-2004,nhl,Wes Walz,C,FW
Mikael Renberg (RW),Toronto Maple Leafs,59,12,13,25,0.42,48,-1,https://www.eliteprospects.com/player/734/mikael-renberg,2003-2004,nhl,Mikael Renberg,RW,FW
Manny Malhotra (C),totals,65,12,13,25,0.38,28,-7,https://www.eliteprospects.com/player/5528/manny-malhotra,2003-2004,nhl,Manny Malhotra,C,FW
Radim Vrbata (RW/LW),Carolina Hurricanes,80,12,13,25,0.31,24,-10,https://www.eliteprospects.com/player/8626/radim-vrbata,2003-2004,nhl,Radim Vrbata,RW/LW,FW
Curtis Brown (C/LW),totals,80,11,14,25,0.31,36,3,https://www.eliteprospects.com/player/9098/curtis-brown,2003-2004,nhl,Curtis Brown,C/LW,FW
Serge Aubin (C/LW),Atlanta Thrashers,66,10,15,25,0.38,73,0,https://www.eliteprospects.com/player/8785/serge-aubin,2003-2004,nhl,Serge Aubin,C/LW,FW
Chris Clark (RW),Calgary Flames,82,10,15,25,0.3,106,-3,https://www.eliteprospects.com/player/8766/chris-clark,2003-2004,nhl,Chris Clark,RW,FW
Dave Scatchard (C),New York Islanders,61,9,16,25,0.41,78,12,https://www.eliteprospects.com/player/8873/dave-scatchard,2003-2004,nhl,Dave Scatchard,C,FW
Joe Corvo (D),Los Angeles Kings,72,8,17,25,0.35,36,7,https://www.eliteprospects.com/player/9122/joe-corvo,2003-2004,nhl,Joe Corvo,D,DEF
Eric Brewer (D),Edmonton Oilers,77,7,18,25,0.32,67,-6,https://www.eliteprospects.com/player/9095/eric-brewer,2003-2004,nhl,Eric Brewer,D,DEF
Martin Skoula (D),totals,79,4,21,25,0.32,32,5,https://www.eliteprospects.com/player/8598/martin-skoula,2003-2004,nhl,Martin Skoula,D,DEF
Mike Sillinger (C),totals,76,13,11,24,0.32,68,-10,https://www.eliteprospects.com/player/8881/mike-sillinger,2003-2004,nhl,Mike Sillinger,C,FW
Mike Comrie (C),totals,49,12,12,24,0.49,28,-6,https://www.eliteprospects.com/player/4701/mike-comrie,2003-2004,nhl,Mike Comrie,C,FW
Arron Asham (RW/LW),New York Islanders,79,12,12,24,0.3,92,-12,https://www.eliteprospects.com/player/8791/arron-asham,2003-2004,nhl,Arron Asham,RW/LW,FW
Marcus Nilson (W/C),totals,83,11,13,24,0.29,40,-6,https://www.eliteprospects.com/player/728/marcus-nilson,2003-2004,nhl,Marcus Nilson,W/C,FW
Tom Poti (D),New York Rangers,67,10,14,24,0.36,47,-1,https://www.eliteprospects.com/player/8918/tom-poti,2003-2004,nhl,Tom Poti,D,DEF
Cliff Ronning (C),New York Islanders,40,9,15,24,0.6,2,3,https://www.eliteprospects.com/player/31529/cliff-ronning,2003-2004,nhl,Cliff Ronning,C,FW
Niko Dimitrakos (RW),San Jose Sharks,68,9,15,24,0.35,49,6,https://www.eliteprospects.com/player/8786/niko-dimitrakos,2003-2004,nhl,Niko Dimitrakos,RW,FW
Rob DiMaio (RW),Dallas Stars,69,9,15,24,0.35,52,2,https://www.eliteprospects.com/player/8760/rob-dimaio,2003-2004,nhl,Rob DiMaio,RW,FW
Philippe Boucher (D),Dallas Stars,70,8,16,24,0.34,64,15,https://www.eliteprospects.com/player/9087/philippe-boucher,2003-2004,nhl,Philippe Boucher,D,DEF
Bret Hedican (D),Carolina Hurricanes,81,7,17,24,0.3,64,-10,https://www.eliteprospects.com/player/9045/bret-hedican,2003-2004,nhl,Bret Hedican,D,DEF
Drake Berehowsky (D),totals,56,6,18,24,0.43,67,-11,https://www.eliteprospects.com/player/5535/drake-berehowsky,2003-2004,nhl,Drake Berehowsky,D,DEF
Paul Martin (D),New Jersey Devils,70,6,18,24,0.34,4,12,https://www.eliteprospects.com/player/8778/paul-martin,2003-2004,nhl,Paul Martin,D,DEF
Filip Kuba (D),Minnesota Wild,77,5,19,24,0.31,28,-7,https://www.eliteprospects.com/player/8639/filip-kuba,2003-2004,nhl,Filip Kuba,D,DEF
Kyle McLaren (D),San Jose Sharks,64,2,22,24,0.38,60,10,https://www.eliteprospects.com/player/8978/kyle-mclaren,2003-2004,nhl,Kyle McLaren,D,DEF
Tomas Surovy (LW/C),Pittsburgh Penguins,47,11,12,23,0.49,16,-8,https://www.eliteprospects.com/player/8681/tomas-surovy,2003-2004,nhl,Tomas Surovy,LW/C,FW
Matt Cooke (LW),Vancouver Canucks,53,11,12,23,0.43,73,5,https://www.eliteprospects.com/player/8549/matt-cooke,2003-2004,nhl,Matt Cooke,LW,FW
Niklas Hagman (LW),Florida Panthers,75,10,13,23,0.31,22,-5,https://www.eliteprospects.com/player/2680/niklas-hagman,2003-2004,nhl,Niklas Hagman,LW,FW
Ed Jovanovski (D),Vancouver Canucks,56,7,16,23,0.41,64,2,https://www.eliteprospects.com/player/9035/ed-jovanovski,2003-2004,nhl,Ed Jovanovski,D,DEF
Chris Phillips (D),Ottawa Senators,82,7,16,23,0.28,46,15,https://www.eliteprospects.com/player/4719/chris-phillips,2003-2004,nhl,Chris Phillips,D,DEF
Nathan Horton (RW),Florida Panthers,55,14,8,22,0.4,57,-5,https://www.eliteprospects.com/player/3657/nathan-horton,2003-2004,nhl,Nathan Horton,RW,FW
Steve Thomas (RW),Detroit Red Wings,44,10,12,22,0.5,25,8,https://www.eliteprospects.com/player/30687/steve-thomas,2003-2004,nhl,Steve Thomas,RW,FW
Alexander Syomin (LW),Washington Capitals,52,10,12,22,0.42,36,-2,https://www.eliteprospects.com/player/8633/alexander-syomin,2003-2004,nhl,Alexander Syomin,LW,FW
Ian Laperrière (RW),Los Angeles Kings,62,10,12,22,0.35,58,-4,https://www.eliteprospects.com/player/8987/ian-laperriere,2003-2004,nhl,Ian Laperrière,RW,FW
