player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,player_name,position,fw_def
Boone Jenner (C/LW),Columbus Blue Jackets,68,26,19,45,0.66,51,-32,https://www.eliteprospects.com/player/45587/boone-jenner,2022-2023,nhl,Boone Jenner,C/LW,FW
Lawson Crouse (LW/RW),Arizona Coyotes,77,24,21,45,0.58,35,-3,https://www.eliteprospects.com/player/205155/lawson-crouse,2022-2023,nhl,Lawson Crouse,LW/RW,FW
Filip Chytil (C),New York Rangers,74,22,23,45,0.61,30,15,https://www.eliteprospects.com/player/236806/filip-chytil,2022-2023,nhl,Filip Chytil,C,FW
Oliver Bjorkstrand (RW),Seattle Kraken,81,20,25,45,0.56,16,-1,https://www.eliteprospects.com/player/92803/oliver-bjorkstrand,2022-2023,nhl,Oliver Bjorkstrand,RW,FW
Dominik Kubalík (LW/RW),Detroit Red Wings,81,20,25,45,0.56,24,-15,https://www.eliteprospects.com/player/101221/dominik-kubalik,2022-2023,nhl,Dominik Kubalík,LW/RW,FW
Dillon Dubé (LW/C),Calgary Flames,82,18,27,45,0.55,47,-6,https://www.eliteprospects.com/player/157256/dillon-dube,2022-2023,nhl,Dillon Dubé,LW/C,FW
Lucas Raymond (RW),Detroit Red Wings,74,17,28,45,0.61,24,-17,https://www.eliteprospects.com/player/350702/lucas-raymond,2022-2023,nhl,Lucas Raymond,RW,FW
Charlie Coyle (C/RW),Boston Bruins,82,16,29,45,0.55,30,29,https://www.eliteprospects.com/player/60251/charlie-coyle,2022-2023,nhl,Charlie Coyle,C/RW,FW
Ivan Barbashyov (C/W),totals,82,16,29,45,0.55,42,1,https://www.eliteprospects.com/player/108659/ivan-barbashyov,2022-2023,nhl,Ivan Barbashyov,C/W,FW
Jack Roslovic (C/RW),Columbus Blue Jackets,77,11,33,44,0.57,10,-14,https://www.eliteprospects.com/player/226309/jack-roslovic,2022-2023,nhl,Jack Roslovic,C/RW,FW
Barrett Hayton (C/LW),Arizona Coyotes,82,19,24,43,0.52,42,-5,https://www.eliteprospects.com/player/317885/barrett-hayton,2022-2023,nhl,Barrett Hayton,C/LW,FW
Scott Laughton (C/LW),Philadelphia Flyers,78,18,25,43,0.55,50,-9,https://www.eliteprospects.com/player/76690/scott-laughton,2022-2023,nhl,Scott Laughton,C/LW,FW
Jesperi Kotkaniemi (C/LW),Carolina Hurricanes,82,18,25,43,0.52,50,10,https://www.eliteprospects.com/player/363872/jesperi-kotkaniemi,2022-2023,nhl,Jesperi Kotkaniemi,C/LW,FW
Tommy Novak (C),Nashville Predators,51,17,26,43,0.84,8,5,https://www.eliteprospects.com/player/248374/tommy-novak,2022-2023,nhl,Tommy Novak,C,FW
Mason McTavish (C/LW),Anaheim Ducks,80,17,26,43,0.54,44,-19,https://www.eliteprospects.com/player/479812/mason-mctavish,2022-2023,nhl,Mason McTavish,C/LW,FW
Eetu Luostarinen (C),Florida Panthers,82,17,26,43,0.52,28,19,https://www.eliteprospects.com/player/299319/eetu-luostarinen,2022-2023,nhl,Eetu Luostarinen,C,FW
Andrew Mangiapane (W/C),Calgary Flames,82,17,26,43,0.52,40,12,https://www.eliteprospects.com/player/223199/andrew-mangiapane,2022-2023,nhl,Andrew Mangiapane,W/C,FW
Darnell Nurse (D),Edmonton Oilers,82,12,31,43,0.52,64,26,https://www.eliteprospects.com/player/97352/darnell-nurse,2022-2023,nhl,Darnell Nurse,D,DEF
K'Andre Miller (D),New York Rangers,79,9,34,43,0.54,47,12,https://www.eliteprospects.com/player/308192/k-andre-miller,2022-2023,nhl,K'Andre Miller,D,DEF
Filip Forsberg (W/C),Nashville Predators,50,19,23,42,0.84,20,-4,https://www.eliteprospects.com/player/29626/filip-forsberg,2022-2023,nhl,Filip Forsberg,W/C,FW
Tony DeAngelo (D),Philadelphia Flyers,70,11,31,42,0.6,73,-27,https://www.eliteprospects.com/player/89818/tony-deangelo,2022-2023,nhl,Tony DeAngelo,D,DEF
Andrew Copp (C/LW),Detroit Red Wings,82,9,33,42,0.51,25,2,https://www.eliteprospects.com/player/101962/andrew-copp,2022-2023,nhl,Andrew Copp,C/LW,FW
Erik Gustafsson (D),totals,70,7,35,42,0.6,23,9,https://www.eliteprospects.com/player/15372/erik-gustafsson,2022-2023,nhl,Erik Gustafsson,D,DEF
Moritz Seider (D),Detroit Red Wings,82,5,37,42,0.51,40,-11,https://www.eliteprospects.com/player/258987/moritz-seider,2022-2023,nhl,Moritz Seider,D,DEF
Nino Niederreiter (RW/LW),totals,78,24,17,41,0.53,22,-13,https://www.eliteprospects.com/player/17679/nino-niederreiter,2022-2023,nhl,Nino Niederreiter,RW/LW,FW
Wyatt Johnston (C/RW),Dallas Stars,82,24,17,41,0.5,20,6,https://www.eliteprospects.com/player/201871/wyatt-johnston,2022-2023,nhl,Wyatt Johnston,C/RW,FW
Gabriel Vilardi (C/RW),Los Angeles Kings,63,23,18,41,0.65,18,10,https://www.eliteprospects.com/player/286867/gabriel-vilardi,2022-2023,nhl,Gabriel Vilardi,C/RW,FW
Frank Vatrano (W/C),Anaheim Ducks,81,22,19,41,0.51,66,-29,https://www.eliteprospects.com/player/59733/frank-vatrano,2022-2023,nhl,Frank Vatrano,W/C,FW
Ryan Strome (C/RW),Anaheim Ducks,82,15,26,41,0.5,79,-30,https://www.eliteprospects.com/player/44789/ryan-strome,2022-2023,nhl,Ryan Strome,C/RW,FW
Erik Haula (LW/C),New Jersey Devils,80,14,27,41,0.51,47,13,https://www.eliteprospects.com/player/16042/erik-haula,2022-2023,nhl,Erik Haula,LW/C,FW
Shayne Gostisbehere (D),totals,75,13,28,41,0.55,32,-5,https://www.eliteprospects.com/player/122787/shayne-gostisbehere,2022-2023,nhl,Shayne Gostisbehere,D,DEF
Gustav Forsling (D),Florida Panthers,82,13,28,41,0.5,40,19,https://www.eliteprospects.com/player/86366/gustav-forsling,2022-2023,nhl,Gustav Forsling,D,DEF
Kris Letang (D),Pittsburgh Penguins,64,12,29,41,0.64,30,-13,https://www.eliteprospects.com/player/9189/kris-letang,2022-2023,nhl,Kris Letang,D,DEF
Thomas Chabot (D),Ottawa Senators,68,11,30,41,0.6,52,-11,https://www.eliteprospects.com/player/213607/thomas-chabot,2022-2023,nhl,Thomas Chabot,D,DEF
Mikael Granlund (C/W),totals,79,10,31,41,0.52,20,-15,https://www.eliteprospects.com/player/16037/mikael-granlund,2022-2023,nhl,Mikael Granlund,C/W,FW
Shea Theodore (D),Vegas Golden Knights,55,8,33,41,0.75,18,16,https://www.eliteprospects.com/player/101581/shea-theodore,2022-2023,nhl,Shea Theodore,D,DEF
Morgan Rielly (D),Toronto Maple Leafs,65,4,37,41,0.63,21,-9,https://www.eliteprospects.com/player/41184/morgan-rielly,2022-2023,nhl,Morgan Rielly,D,DEF
Victor Olofsson (LW/RW),Buffalo Sabres,75,28,12,40,0.53,4,-23,https://www.eliteprospects.com/player/86308/victor-olofsson,2022-2023,nhl,Victor Olofsson,LW/RW,FW
Jaden Schwartz (LW),Seattle Kraken,71,21,19,40,0.56,22,-17,https://www.eliteprospects.com/player/33907/jaden-schwartz,2022-2023,nhl,Jaden Schwartz,LW,FW
Andreas Athanasiou (C/W),Chicago Blackhawks,81,20,20,40,0.49,34,-29,https://www.eliteprospects.com/player/86009/andreas-athanasiou,2022-2023,nhl,Andreas Athanasiou,C/W,FW
Kaapo Kakko (RW/C),New York Rangers,82,18,22,40,0.49,8,12,https://www.eliteprospects.com/player/396655/kaapo-kakko,2022-2023,nhl,Kaapo Kakko,RW/C,FW
Anthony Beauvillier (W/C),totals,82,18,22,40,0.49,24,-10,https://www.eliteprospects.com/player/213435/anthony-beauvillier,2022-2023,nhl,Anthony Beauvillier,W/C,FW
Sam Bennett (C/LW),Florida Panthers,63,16,24,40,0.63,54,5,https://www.eliteprospects.com/player/189371/sam-bennett,2022-2023,nhl,Sam Bennett,C/LW,FW
Kent Johnson (LW/C),Columbus Blue Jackets,79,16,24,40,0.51,14,-19,https://www.eliteprospects.com/player/521697/kent-johnson,2022-2023,nhl,Kent Johnson,LW/C,FW
Jean-Gabriel Pageau (C),New York Islanders,70,13,27,40,0.57,14,-2,https://www.eliteprospects.com/player/45134/jean-gabriel-pageau,2022-2023,nhl,Jean-Gabriel Pageau,C,FW
Evan Bouchard (D),Edmonton Oilers,82,8,32,40,0.49,28,6,https://www.eliteprospects.com/player/300591/evan-bouchard,2022-2023,nhl,Evan Bouchard,D,DEF
Calle Järnkrok (C/W),Toronto Maple Leafs,73,20,19,39,0.53,14,9,https://www.eliteprospects.com/player/6020/calle-jarnkrok,2022-2023,nhl,Calle Järnkrok,C/W,FW
Evan Rodrigues (C/W),Colorado Avalanche,69,16,23,39,0.57,30,7,https://www.eliteprospects.com/player/62525/evan-rodrigues,2022-2023,nhl,Evan Rodrigues,C/W,FW
Alexis Lafrenière (RW/LW),New York Rangers,81,16,23,39,0.48,33,10,https://www.eliteprospects.com/player/296697/alexis-lafreniere,2022-2023,nhl,Alexis Lafrenière,RW/LW,FW
Joel Farabee (LW/RW),Philadelphia Flyers,82,15,24,39,0.48,41,-1,https://www.eliteprospects.com/player/334036/joel-farabee,2022-2023,nhl,Joel Farabee,LW/RW,FW
Seth Jarvis (C/W),Carolina Hurricanes,82,14,25,39,0.48,12,10,https://www.eliteprospects.com/player/201952/seth-jarvis,2022-2023,nhl,Seth Jarvis,C/W,FW
André Burakovsky (LW/RW),Seattle Kraken,49,13,26,39,0.8,14,-9,https://www.eliteprospects.com/player/38705/andre-burakovsky,2022-2023,nhl,André Burakovsky,LW/RW,FW
Filip Hronek (D),totals,64,9,30,39,0.61,34,7,https://www.eliteprospects.com/player/191286/filip-hronek,2022-2023,nhl,Filip Hronek,D,DEF
Adam Henrique (C/LW),Anaheim Ducks,62,22,16,38,0.61,22,-8,https://www.eliteprospects.com/player/19043/adam-henrique,2022-2023,nhl,Adam Henrique,C/LW,FW
Frédérick Gaudreau (C/RW),Minnesota Wild,82,19,19,38,0.46,10,10,https://www.eliteprospects.com/player/129032/frederick-gaudreau,2022-2023,nhl,Frédérick Gaudreau,C/RW,FW
Brady Skjei (D),Carolina Hurricanes,81,18,20,38,0.47,40,7,https://www.eliteprospects.com/player/90352/brady-skjei,2022-2023,nhl,Brady Skjei,D,DEF
Blake Coleman (LW/RW),Calgary Flames,82,18,20,38,0.46,54,9,https://www.eliteprospects.com/player/46889/blake-coleman,2022-2023,nhl,Blake Coleman,LW/RW,FW
Mark Stone (RW),Vegas Golden Knights,43,17,21,38,0.88,10,11,https://www.eliteprospects.com/player/32806/mark-stone,2022-2023,nhl,Mark Stone,RW,FW
Kirby Dach (C),Montréal Canadiens,58,14,24,38,0.66,43,-2,https://www.eliteprospects.com/player/268089/kirby-dach,2022-2023,nhl,Kirby Dach,C,FW
Aaron Ekblad (D),Florida Panthers,71,14,24,38,0.54,68,-14,https://www.eliteprospects.com/player/49042/aaron-ekblad,2022-2023,nhl,Aaron Ekblad,D,DEF
Noah Cates (LW),Philadelphia Flyers,82,13,25,38,0.46,12,3,https://www.eliteprospects.com/player/201517/noah-cates,2022-2023,nhl,Noah Cates,LW,FW
Alexander Wennberg (C/LW),Seattle Kraken,82,13,25,38,0.46,20,-7,https://www.eliteprospects.com/player/37041/alexander-wennberg,2022-2023,nhl,Alexander Wennberg,C/LW,FW
Nikolaj Ehlers (LW),Winnipeg Jets,45,12,26,38,0.84,11,-2,https://www.eliteprospects.com/player/66581/nikolaj-ehlers,2022-2023,nhl,Nikolaj Ehlers,LW,FW
Sean Durzi (D),Los Angeles Kings,72,9,29,38,0.53,50,-12,https://www.eliteprospects.com/player/268973/sean-durzi,2022-2023,nhl,Sean Durzi,D,DEF
Noah Hanifin (D),Calgary Flames,81,7,31,38,0.47,33,2,https://www.eliteprospects.com/player/177710/noah-hanifin,2022-2023,nhl,Noah Hanifin,D,DEF
Taylor Raddysh (RW/LW),Chicago Blackhawks,78,20,17,37,0.47,16,-28,https://www.eliteprospects.com/player/245610/taylor-raddysh,2022-2023,nhl,Taylor Raddysh,RW/LW,FW
Brandon Saad (LW/RW),St. Louis Blues,71,19,18,37,0.52,12,-8,https://www.eliteprospects.com/player/31264/brandon-saad,2022-2023,nhl,Brandon Saad,LW/RW,FW
Ryan Hartman (RW/C),Minnesota Wild,59,15,22,37,0.63,90,7,https://www.eliteprospects.com/player/90345/ryan-hartman,2022-2023,nhl,Ryan Hartman,RW/C,FW
Conor Sheary (LW/RW),Washington Capitals,82,15,22,37,0.45,22,9,https://www.eliteprospects.com/player/94484/conor-sheary,2022-2023,nhl,Conor Sheary,LW/RW,FW
Jack Quinn (RW/LW),Buffalo Sabres,75,14,23,37,0.49,15,-7,https://www.eliteprospects.com/player/336828/jack-quinn,2022-2023,nhl,Jack Quinn,RW/LW,FW
Teuvo Teräväinen (C/W),Carolina Hurricanes,68,12,25,37,0.54,16,11,https://www.eliteprospects.com/player/44567/teuvo-teravainen,2022-2023,nhl,Teuvo Teräväinen,C/W,FW
Seth Jones (D),Chicago Blackhawks,72,12,25,37,0.51,30,-38,https://www.eliteprospects.com/player/90355/seth-jones,2022-2023,nhl,Seth Jones,D,DEF
Samuel Girard (D),Colorado Avalanche,76,6,31,37,0.49,16,-10,https://www.eliteprospects.com/player/251476/samuel-girard,2022-2023,nhl,Samuel Girard,D,DEF
Cole Caufield (LW/RW),Montréal Canadiens,46,26,10,36,0.78,2,-10,https://www.eliteprospects.com/player/316168/cole-caufield,2022-2023,nhl,Cole Caufield,LW/RW,FW
Taylor Hall (LW/C),Boston Bruins,61,16,20,36,0.59,24,11,https://www.eliteprospects.com/player/14360/taylor-hall,2022-2023,nhl,Taylor Hall,LW/C,FW
Alex Iafallo (LW/C),Los Angeles Kings,59,14,22,36,0.61,20,14,https://www.eliteprospects.com/player/121859/alex-iafallo,2022-2023,nhl,Alex Iafallo,LW/C,FW
Phil Kessel (RW),Vegas Golden Knights,82,14,22,36,0.44,30,-7,https://www.eliteprospects.com/player/8793/phil-kessel,2022-2023,nhl,Phil Kessel,RW,FW
Stefan Noesen (RW/LW),Carolina Hurricanes,78,13,23,36,0.46,32,11,https://www.eliteprospects.com/player/45567/stefan-noesen,2022-2023,nhl,Stefan Noesen,RW/LW,FW
Adam Lowry (C/LW),Winnipeg Jets,82,13,23,36,0.44,48,4,https://www.eliteprospects.com/player/45633/adam-lowry,2022-2023,nhl,Adam Lowry,C/LW,FW
Dmitri Orlov (D),totals,66,7,29,36,0.55,22,12,https://www.eliteprospects.com/player/17758/dmitri-orlov,2022-2023,nhl,Dmitri Orlov,D,DEF
Shane Pinto (C),Ottawa Senators,82,20,15,35,0.43,18,-21,https://www.eliteprospects.com/player/388979/shane-pinto,2022-2023,nhl,Shane Pinto,C,FW
T.J. Oshie (RW),Washington Capitals,58,19,16,35,0.6,59,-18,https://www.eliteprospects.com/player/9209/t.j.-oshie,2022-2023,nhl,T.J. Oshie,RW,FW
Brandon Tanev (LW/RW),Seattle Kraken,82,16,19,35,0.43,44,21,https://www.eliteprospects.com/player/96475/brandon-tanev,2022-2023,nhl,Brandon Tanev,LW/RW,FW
Cody Glass (C/RW),Nashville Predators,72,14,21,35,0.49,20,9,https://www.eliteprospects.com/player/201704/cody-glass,2022-2023,nhl,Cody Glass,C/RW,FW
Rasmus Sandin (D),totals,71,7,28,35,0.49,39,3,https://www.eliteprospects.com/player/289453/rasmus-sandin,2022-2023,nhl,Rasmus Sandin,D,DEF
Owen Power (D),Buffalo Sabres,79,4,31,35,0.44,24,10,https://www.eliteprospects.com/player/504240/owen-power,2022-2023,nhl,Owen Power,D,DEF
Zach Parise (LW/RW),New York Islanders,82,21,13,34,0.41,24,7,https://www.eliteprospects.com/player/8903/zach-parise,2022-2023,nhl,Zach Parise,LW/RW,FW
Jordan Staal (C),Carolina Hurricanes,81,17,17,34,0.42,32,7,https://www.eliteprospects.com/player/10157/jordan-staal,2022-2023,nhl,Jordan Staal,C,FW
Kasperi Kapanen (RW/LW),totals,66,15,19,34,0.52,18,-8,https://www.eliteprospects.com/player/92226/kasperi-kapanen,2022-2023,nhl,Kasperi Kapanen,RW/LW,FW
Travis Boyd (C/RW),Arizona Coyotes,82,15,19,34,0.41,26,-32,https://www.eliteprospects.com/player/38621/travis-boyd,2022-2023,nhl,Travis Boyd,C/RW,FW
Mike Hoffman (LW/C),Montréal Canadiens,67,14,20,34,0.51,28,-10,https://www.eliteprospects.com/player/18800/mike-hoffman,2022-2023,nhl,Mike Hoffman,LW/C,FW
Jordan Martinook (W/C),Carolina Hurricanes,82,13,21,34,0.41,61,7,https://www.eliteprospects.com/player/44271/jordan-martinook,2022-2023,nhl,Jordan Martinook,W/C,FW
Jared Spurgeon (D),Minnesota Wild,79,11,23,34,0.43,14,32,https://www.eliteprospects.com/player/11611/jared-spurgeon,2022-2023,nhl,Jared Spurgeon,D,DEF
Blake Lizotte (C/LW),Los Angeles Kings,81,11,23,34,0.42,70,11,https://www.eliteprospects.com/player/321198/blake-lizotte,2022-2023,nhl,Blake Lizotte,C/LW,FW
Mike Matheson (D),Montréal Canadiens,48,8,26,34,0.71,33,7,https://www.eliteprospects.com/player/76333/mike-matheson,2022-2023,nhl,Mike Matheson,D,DEF
Justin Schultz (D),Seattle Kraken,73,7,27,34,0.47,40,4,https://www.eliteprospects.com/player/18241/justin-schultz,2022-2023,nhl,Justin Schultz,D,DEF
Juuso Välimäki (D),Arizona Coyotes,78,4,30,34,0.44,59,-10,https://www.eliteprospects.com/player/221525/juuso-valimaki,2022-2023,nhl,Juuso Välimäki,D,DEF
Kyle Palmieri (RW),New York Islanders,55,16,17,33,0.6,24,13,https://www.eliteprospects.com/player/17508/kyle-palmieri,2022-2023,nhl,Kyle Palmieri,RW,FW
Kevin Labanc (RW/LW),San Jose Sharks,72,15,18,33,0.46,36,-17,https://www.eliteprospects.com/player/133841/kevin-labanc,2022-2023,nhl,Kevin Labanc,RW/LW,FW
Anton Lundell (C),Florida Panthers,73,12,21,33,0.45,43,1,https://www.eliteprospects.com/player/360145/anton-lundell,2022-2023,nhl,Anton Lundell,C,FW
Sonny Milano (LW),Washington Capitals,64,11,22,33,0.52,18,-5,https://www.eliteprospects.com/player/189415/sonny-milano,2022-2023,nhl,Sonny Milano,LW,FW
John Klingberg (D),totals,67,10,23,33,0.49,34,-25,https://www.eliteprospects.com/player/21717/john-klingberg,2022-2023,nhl,John Klingberg,D,DEF
Neal Pionk (D),Winnipeg Jets,82,10,23,33,0.4,44,-12,https://www.eliteprospects.com/player/196583/neal-pionk,2022-2023,nhl,Neal Pionk,D,DEF
Jakob Chychrun (D),totals,48,9,24,33,0.69,30,7,https://www.eliteprospects.com/player/243386/jakob-chychrun,2022-2023,nhl,Jakob Chychrun,D,DEF
Adam Larsson (D),Seattle Kraken,82,8,25,33,0.4,47,27,https://www.eliteprospects.com/player/10713/adam-larsson,2022-2023,nhl,Adam Larsson,D,DEF
Yevgeni Dadonov (RW/LW),totals,73,7,26,33,0.45,18,-8,https://www.eliteprospects.com/player/11859/yevgeni-dadonov,2022-2023,nhl,Yevgeni Dadonov,RW/LW,FW
Damon Severson (D),New Jersey Devils,81,7,26,33,0.41,38,9,https://www.eliteprospects.com/player/55867/damon-severson,2022-2023,nhl,Damon Severson,D,DEF
Josh Anderson (RW/LW),Montréal Canadiens,69,21,11,32,0.46,72,-8,https://www.eliteprospects.com/player/95853/josh-anderson,2022-2023,nhl,Josh Anderson,RW/LW,FW
Nick Paul (LW/C),Tampa Bay Lightning,80,17,15,32,0.4,33,11,https://www.eliteprospects.com/player/149617/nick-paul,2022-2023,nhl,Nick Paul,LW/C,FW
Ross Colton (C),Tampa Bay Lightning,81,16,16,32,0.4,50,-8,https://www.eliteprospects.com/player/300911/ross-colton,2022-2023,nhl,Ross Colton,C,FW
Tyler Johnson (C/RW),Chicago Blackhawks,56,12,20,32,0.57,16,-21,https://www.eliteprospects.com/player/12078/tyler-johnson,2022-2023,nhl,Tyler Johnson,C/RW,FW
JJ Peterka (W/C),Buffalo Sabres,77,12,20,32,0.42,26,-15,https://www.eliteprospects.com/player/381855/jj-peterka,2022-2023,nhl,JJ Peterka,W/C,FW
Alexander Kerfoot (C/W),Toronto Maple Leafs,82,10,22,32,0.39,30,8,https://www.eliteprospects.com/player/59968/alexander-kerfoot,2022-2023,nhl,Alexander Kerfoot,C/W,FW
Mattias Ekholm (D),totals,78,9,23,32,0.41,28,28,https://www.eliteprospects.com/player/8373/mattias-ekholm,2022-2023,nhl,Mattias Ekholm,D,DEF
Torey Krug (D),St. Louis Blues,63,7,25,32,0.51,49,-26,https://www.eliteprospects.com/player/37747/torey-krug,2022-2023,nhl,Torey Krug,D,DEF
Jake Sanderson (D),Ottawa Senators,77,4,28,32,0.42,12,-6,https://www.eliteprospects.com/player/413015/jake-sanderson,2022-2023,nhl,Jake Sanderson,D,DEF
Eeli Tolvanen (RW/LW),totals,61,18,13,31,0.51,14,8,https://www.eliteprospects.com/player/249730/eeli-tolvanen,2022-2023,nhl,Eeli Tolvanen,RW/LW,FW
Trent Frederic (C/W),Boston Bruins,79,17,14,31,0.39,57,28,https://www.eliteprospects.com/player/272221/trent-frederic,2022-2023,nhl,Trent Frederic,C/W,FW
Jonathan Toews (C),Chicago Blackhawks,53,15,16,31,0.58,43,-31,https://www.eliteprospects.com/player/8792/jonathan-toews,2022-2023,nhl,Jonathan Toews,C,FW
Mason Marchment (LW/C),Dallas Stars,68,12,19,31,0.46,80,-6,https://www.eliteprospects.com/player/208693/mason-marchment,2022-2023,nhl,Mason Marchment,LW/C,FW
Barclay Goodrow (W/C),New York Rangers,82,11,20,31,0.38,58,3,https://www.eliteprospects.com/player/45398/barclay-goodrow,2022-2023,nhl,Barclay Goodrow,W/C,FW
Janis Moser (D),Arizona Coyotes,82,7,24,31,0.38,35,-12,https://www.eliteprospects.com/player/338571/janis-moser,2022-2023,nhl,Janis Moser,D,DEF
Jeff Petry (D),Pittsburgh Penguins,61,5,26,31,0.51,24,2,https://www.eliteprospects.com/player/12265/jeff-petry,2022-2023,nhl,Jeff Petry,D,DEF
MacKenzie Weegar (D),Calgary Flames,81,4,27,31,0.38,43,15,https://www.eliteprospects.com/player/97908/mackenzie-weegar,2022-2023,nhl,MacKenzie Weegar,D,DEF
Pierre Engvall (LW/RW),totals,76,17,13,30,0.39,31,8,https://www.eliteprospects.com/player/147720/pierre-engvall,2022-2023,nhl,Pierre Engvall,LW/RW,FW
Ryan O'Reilly (C),totals,53,16,14,30,0.57,16,-21,https://www.eliteprospects.com/player/14371/ryan-o-reilly,2022-2023,nhl,Ryan O'Reilly,C,FW
Nicolas Roy (C/RW),Vegas Golden Knights,65,14,16,30,0.46,24,10,https://www.eliteprospects.com/player/151361/nicolas-roy,2022-2023,nhl,Nicolas Roy,C/RW,FW
Alex Newhook (C/LW),Colorado Avalanche,82,14,16,30,0.37,22,0,https://www.eliteprospects.com/player/320307/alex-newhook,2022-2023,nhl,Alex Newhook,C/LW,FW
Yegor Sharangovich (C/W),New Jersey Devils,75,13,17,30,0.4,16,-3,https://www.eliteprospects.com/player/271111/yegor-sharangovich,2022-2023,nhl,Yegor Sharangovich,C/W,FW
Colton Sissons (C/RW),Nashville Predators,82,12,18,30,0.37,20,-4,https://www.eliteprospects.com/player/48393/colton-sissons,2022-2023,nhl,Colton Sissons,C/RW,FW
Jason Dickinson (C/LW),Chicago Blackhawks,78,9,21,30,0.38,28,-29,https://www.eliteprospects.com/player/117018/jason-dickinson,2022-2023,nhl,Jason Dickinson,C/LW,FW
Tyler Bertuzzi (LW/RW),totals,50,8,22,30,0.6,29,-8,https://www.eliteprospects.com/player/125028/tyler-bertuzzi,2022-2023,nhl,Tyler Bertuzzi,LW/RW,FW
Cole Perfetti (F),Winnipeg Jets,51,8,22,30,0.59,16,10,https://www.eliteprospects.com/player/201940/cole-perfetti,2022-2023,nhl,Cole Perfetti,F,FW
Jacob Trouba (D),New York Rangers,82,8,22,30,0.37,63,7,https://www.eliteprospects.com/player/90349/jacob-trouba,2022-2023,nhl,Jacob Trouba,D,DEF
Brett Pesce (D),Carolina Hurricanes,82,5,25,30,0.37,43,11,https://www.eliteprospects.com/player/121869/brett-pesce,2022-2023,nhl,Brett Pesce,D,DEF
Nick Bjugstad (C/RW),totals,78,17,12,29,0.37,34,13,https://www.eliteprospects.com/player/40265/nick-bjugstad,2022-2023,nhl,Nick Bjugstad,C/RW,FW
Eric Staal (C),Florida Panthers,72,14,15,29,0.4,26,-5,https://www.eliteprospects.com/player/3656/eric-staal,2022-2023,nhl,Eric Staal,C,FW
Jeff Carter (C),Pittsburgh Penguins,79,13,16,29,0.37,30,-16,https://www.eliteprospects.com/player/8813/jeff-carter,2022-2023,nhl,Jeff Carter,C,FW
James van Riemsdyk (LW/RW),Philadelphia Flyers,61,12,17,29,0.48,28,-3,https://www.eliteprospects.com/player/9324/james-van-riemsdyk,2022-2023,nhl,James van Riemsdyk,LW/RW,FW
Anthony Cirelli (C),Tampa Bay Lightning,58,11,18,29,0.5,33,13,https://www.eliteprospects.com/player/274875/anthony-cirelli,2022-2023,nhl,Anthony Cirelli,C,FW
Michael Rasmussen (C),Detroit Red Wings,56,10,19,29,0.52,43,2,https://www.eliteprospects.com/player/286738/michael-rasmussen,2022-2023,nhl,Michael Rasmussen,C,FW
Trevor Moore (C/W),Los Angeles Kings,59,10,19,29,0.49,14,-2,https://www.eliteprospects.com/player/87846/trevor-moore,2022-2023,nhl,Trevor Moore,C/W,FW
Jesper Fast (RW),Carolina Hurricanes,80,10,19,29,0.36,16,9,https://www.eliteprospects.com/player/10967/jesper-fast,2022-2023,nhl,Jesper Fast,RW,FW
John Carlson (D),Washington Capitals,40,9,20,29,0.73,12,-7,https://www.eliteprospects.com/player/18590/john-carlson,2022-2023,nhl,John Carlson,D,DEF
Nick Jensen (D),Washington Capitals,77,5,24,29,0.38,18,-1,https://www.eliteprospects.com/player/37773/nick-jensen,2022-2023,nhl,Nick Jensen,D,DEF
Calen Addison (D),Minnesota Wild,62,3,26,29,0.47,22,-17,https://www.eliteprospects.com/player/278861/calen-addison,2022-2023,nhl,Calen Addison,D,DEF
Jonathan Drouin (LW/C),Montréal Canadiens,58,2,27,29,0.5,18,-18,https://www.eliteprospects.com/player/118657/jonathan-drouin,2022-2023,nhl,Jonathan Drouin,LW/C,FW
Evander Kane (LW/RW),Edmonton Oilers,41,16,12,28,0.68,53,-4,https://www.eliteprospects.com/player/14657/evander-kane,2022-2023,nhl,Evander Kane,LW/RW,FW
Jonatan Berggren (RW/LW),Detroit Red Wings,67,15,13,28,0.42,16,-14,https://www.eliteprospects.com/player/274796/jonatan-berggren,2022-2023,nhl,Jonatan Berggren,RW/LW,FW
Ilya Mikheyev (RW/LW),Vancouver Canucks,46,13,15,28,0.61,2,3,https://www.eliteprospects.com/player/180935/ilya-mikheyev,2022-2023,nhl,Ilya Mikheyev,RW/LW,FW
Arthur Kaliyev (RW/LW),Los Angeles Kings,56,13,15,28,0.5,12,-5,https://www.eliteprospects.com/player/316114/arthur-kaliyev,2022-2023,nhl,Arthur Kaliyev,RW/LW,FW
Warren Foegele (LW/C),Edmonton Oilers,67,13,15,28,0.42,28,7,https://www.eliteprospects.com/player/210317/warren-foegele,2022-2023,nhl,Warren Foegele,LW/C,FW
Ryan Johansen (C),Nashville Predators,55,12,16,28,0.51,32,-13,https://www.eliteprospects.com/player/45512/ryan-johansen,2022-2023,nhl,Ryan Johansen,C,FW
Kyle Okposo (RW/C),Buffalo Sabres,75,11,17,28,0.37,34,-7,https://www.eliteprospects.com/player/10458/kyle-okposo,2022-2023,nhl,Kyle Okposo,RW/C,FW
