player_id,player_name_official,player_name_ep,player_pos_official,player_pos_ep,player_link_official,player_link_ep,player_image_official,date_of_birth,nation,height_cm,weight_kg,shoots,player_type,nhl_rights,draft,highlights,description
55,Steve Konowalchuk,Steve Konowalchuk,LW,LW,https://www.nhl.com/player/8458572,https://www.eliteprospects.com/player/9020/steve-konowalchuk,https://assets.nhle.com/mugs/nhl/latest/8458572.png,11/11/1972,USA,185,90,L,['PK Specialist'],,"('3', '58', '1991')","['1-time World Cup Gold Medal', '1-time U20 WJC Bronze Medal', '1-time CHL Second All-Star Team', '1-time WHL (West) First All-Star Team', '1-time WHL Player of the Year (Four Broncos Trophy)']",Brother: Brian Konowalchuk
56,Paul Kariya,Paul Kariya,LW,LW,https://www.nhl.com/player/8459426,https://www.eliteprospects.com/player/9002/paul-kariya,https://assets.nhle.com/mugs/nhl/latest/8459426.png,10/16/1974,Canada,178,82,L,['Speedster'],,"('1', '4', '1993')","['1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time Olympic Gold Medal', '1-time Olympic Silver Medal', '1-time World Championship Silver Medal', '1-time CJHL RBC Player of the Year', '1-time Hockey Hall of Fame', '1-time NCAA (Championship) Winner', '1-time NCAA (East) First All-American Team', '1-time NCAA (Hockey East) Champion', '1-time NCAA Top Collegiate Player (Hobey Baker Award)', '1-time NHL All-Rookie Team', '3-time NHL First All-Star Team', '2-time NHL Gentleman Conduct (Lady Byng Trophy)', '2-time NHL Second All-Star Team', '1-time U20 WJC All-Star Team', '2-time World Championship All-Star Team', '1-time World Championship Best Forward']","Brothers: Martin Kariya & Steve Kariya

Kariya was a star from the get-go, drafted 4th overall in 1993 after scoring 100 points in 39 games in the NCAA. In just his 2nd NHL season, he set a career-high with 50 goals and 108 points. Kariya went on to record 402 goals and 989 points in 989 games, retiring in 2010 with 2 Lady Byng Trophies as well as Olympic, World Championship, and World Junior Championship gold."
57,John-Michael Liles,John-Michael Liles,D,D,https://www.nhl.com/player/8468639,https://www.eliteprospects.com/player/8734/john-michael-liles,https://assets.nhle.com/mugs/nhl/latest/8468639.png,11/25/1980,USA,178,84,L,['Offensive Defenseman'],,"('5', '159', '2000')","['2-time NCAA (CCHA) Champion', '1-time NCAA (West) First All-American Team', '1-time NCAA (West) Second All-American Team', '1-time NHL All-Rookie Team']",
58,Teemu Selanne,Teemu Selanne,RW,RW,https://www.nhl.com/player/8457981,https://www.eliteprospects.com/player/2683/teemu-selanne,https://assets.nhle.com/mugs/nhl/latest/8457981.png,7/3/1970,Finland,183,91,R,"['Sniper', 'Speedster']",,"('1', '10', '1988')","['1-time Liiga Golden Helmet', '1-time U18 EJC Silver Medal', '1-time World Championship Silver Medal', '1-time Olympic Silver Medal', '3-time Olympic Bronze Medal', '1-time World Championship Bronze Medal', '1-time Finnish Hockey Hall of Fame', '1-time Hockey Hall of Fame', '1-time IIHF Hall of Fame', '2-time Liiga All-Star Team', '1-time Liiga Champion', '1-time NHL All-Rookie Team', '2-time NHL First All-Star Team', '3-time NHL Most Goals (Maurice Richard Trophy)', '1-time NHL Rookie of the Year (Calder Trophy)', '2-time NHL Second All-Star Team', '1-time NHL Sportsmanship Award (Bill Masterton Trophy)', '1-time NHL Stanley Cup Champion', '2-time Olympic All-Star Team', '1-time Olympic Best Forward', '2-time Olympic Most Points', '1-time Olympic Most Valuable Player', '1-time World Championship All-Star Team', '1-time World Championship Most Valuable Player']","Selänne is arguably the best Finnish player of all time. He was known as an excellent skater throughout his career, which earned him the nickname Finnish Flash. The prolific sniper became a phenomenon in the NHL already in his rookie season. In addition, he was respected as a player and a leader by his teammates, coaches and even by players from the opposing teams."
59,Karlis Skrastins,Karlis Skrastins,D,D,https://www.nhl.com/player/8467519,https://www.eliteprospects.com/player/5531/karlis-skrastins,https://assets.nhle.com/mugs/nhl/latest/8467519.png,7/9/1974,Latvia,188,93,L,,,"('9', '230', '1998')",['2-time Latvian Champion'],
60,Andrei Nikolishin,Andrei Nikolishin,C,LW,https://www.nhl.com/player/8458983,https://www.eliteprospects.com/player/19685/andrei-nikolishin,https://assets.nhle.com/mugs/nhl/latest/8458983.png,3/25/1973,Russia,184,98,L,,,"('2', '47', '1992')","['1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time U18 EJC Silver Medal']",Sons:Alexander Nikolishin and Ivan Nikolishin
61,Matthew Barnaby,Matthew Barnaby,RW,RW/LW,https://www.nhl.com/player/8459019,https://www.eliteprospects.com/player/9073/matthew-barnaby,https://assets.nhle.com/mugs/nhl/latest/8459019.png,5/4/1973,Canada,185,87,L,"['Agitator', 'Enforcer']",,"('4', '83', '1992')",['1-time CHL Third All-Star Team'],Son: Matthew Barnaby
62,Travis Brigley,Travis Brigley,LW,LW,https://www.nhl.com/player/8464993,https://www.eliteprospects.com/player/13508/travis-brigley,https://assets.nhle.com/mugs/nhl/latest/8464993.png,6/16/1977,Canada,185,86,L,,,"('2', '39', '1996')","['1-time Allan Cup Champion', '1-time Norwegian Champion', '1-time WHL Champion']",
63,Cody McCormick,Cody McCormick,C,C/W,https://www.nhl.com/player/8469591,https://www.eliteprospects.com/player/8975/cody-mccormick,https://assets.nhle.com/mugs/nhl/latest/8469591.png,4/18/1983,Canada,188,103,R,,,"('5', '144', '2001')",['1-time OHL First All-Star Team'],
64,Peter Worrell,Peter Worrell,LW,LW,https://www.nhl.com/player/8462198,https://www.eliteprospects.com/player/69474/peter-worrell,https://assets.nhle.com/mugs/nhl/latest/8462198.png,8/18/1977,Canada,198,107,L,['Enforcer'],,"('7', '166', '1995')",['1-time CHL Memorial Cup Champion'],
65,Darby Hendrickson,Darby Hendrickson,C,C,https://www.nhl.com/player/8456567,https://www.eliteprospects.com/player/23275/darby-hendrickson,https://assets.nhle.com/mugs/nhl/latest/8456567.png,8/28/1972,USA,186,93,L,,,"('4', '73', '1990')","['1-time World Championship Bronze Medal', '1-time ICEHL Champion', '1-time Latvian Champion']","Sons: Beckett Hendrickson & Mason Hendrickson
Brother: Dan Hendrickson
Father: Larry Hendrickson"
66,Chris Gratton,Chris Gratton,C,C,https://www.nhl.com/player/8459425,https://www.eliteprospects.com/player/9167/chris-gratton,https://assets.nhle.com/mugs/nhl/latest/8459425.png,7/5/1975,Canada,193,104,L,,,"('1', '3', '1993')","['1-time U17 WHC Gold Medal', '1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time OHL First All-Rookie Team', '1-time OHL Rookie of the Year (Emms Family Award)', '1-time OHL Third All-Star Team']","Son: Zachary Gratton
Cousins: Brad Gratton, Danny Gratton & Josh Gratton"
67,Jim Cummins,Jim Cummins,RW,RW,https://www.nhl.com/player/8455984,https://www.eliteprospects.com/player/20596/jim-cummins,https://assets.nhle.com/mugs/nhl/latest/8455984.png,5/17/1970,USA,188,95,R,['Enforcer'],,"('4', '67', '1989')","['1-time AHL Calder Cup Champion', '2-time NCAA (CCHA) Champion']",
68,Marek Svatos,Marek Svatos,RW,RW,https://www.nhl.com/player/8469670,https://www.eliteprospects.com/player/8604/marek-svatos,https://assets.nhle.com/mugs/nhl/latest/8469670.png,6/17/1982,Slovakia,178,82,R,,,"('7', '227', '2001')","['1-time CHL Memorial Cup Champion', '1-time Slovakian Extraliga Champion', '1-time U20 WJC All-Star Team', '1-time WHL (West) Second All-Star Team', '1-time WHL Champion']","Svatoš died on 5 November, 2016 at his home in Lone Tree, Colorado at the age of 34. He was survived by his wife, Diana, and two children. It was revealed on 5 December 2016 that Svatoš death was due to mixed drug intoxication."
69,Brett Clark,Brett Clark,D,D,https://www.nhl.com/player/8465122,https://www.eliteprospects.com/player/9113/brett-clark,https://assets.nhle.com/mugs/nhl/latest/8465122.png,12/23/1976,Canada,183,85,L,,,"('6', '154', '1996')",[],Uncle: Dave Dunn
70,Kurt Sauer,Kurt Sauer,D,D,https://www.nhl.com/player/8468568,https://www.eliteprospects.com/player/8870/kurt-sauer,https://assets.nhle.com/mugs/nhl/latest/8468568.png,1/16/1981,USA,193,100,L,,,"('3', '88', '2000')",['1-time WHL (West) First All-Star Team'],"Brothers: Michael Sauer, Kent Sauer

Kurt Sauer has not played since October 7, 2009 because of post-concussion syndrome."
71,Dennis Bonvie,Dennis Bonvie,RW,RW,https://www.nhl.com/player/8459996,https://www.eliteprospects.com/player/11814/dennis-bonvie,https://assets.nhle.com/mugs/nhl/latest/8459996.png,7/23/1973,Canada,180,100,R,['Enforcer'],,,['1-time AHL Hall of Fame'],"Brother: Herb Bonvie
Cousins: Dean Melanson, Rob Melanson, Stan Melanson"
72,Mikhail Kuleshov,Mikhail Kuleshov,LW,F,https://www.nhl.com/player/8467898,https://www.eliteprospects.com/player/39446/mikhail-kuleshov,https://assets.nhle.com/mugs/nhl/latest/8467898.png,1/7/1981,Russia,189,92,R,,,"('1', '25', '1999')",['1-time Belarus Champion'],Father: Vasili Kuleshov
73,Bob Boughner,Bob Boughner,D,D,https://www.nhl.com/player/8455666,https://www.eliteprospects.com/player/53885/bob-boughner,https://assets.nhle.com/mugs/nhl/latest/8455666.png,3/8/1971,Canada,183,93,R,"['Defensive Defenseman', 'Enforcer', 'Heavy Hitter']",,"('2', '32', '1989')",[],
74,Ossi Vaananen,Ossi Vaananen,D,D,https://www.nhl.com/player/8467369,https://www.eliteprospects.com/player/2685/ossi-vaananen,https://assets.nhle.com/mugs/nhl/latest/8467369.png,8/18/1980,Finland,193,98,L,"['Defensive Defenseman', 'Physical Defenseman']",,"('2', '43', '1998')","['1-time World Championship Gold Medal', '1-time U18 EJC Silver Medal', '1-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '1-time Olympic Bronze Medal', '1-time Finnish Hockey Hall of Fame']",Brother: Jarkko Väänänen
75,Andrew Brunette,Andrew Brunette,LW,LW,https://www.nhl.com/player/8459596,https://www.eliteprospects.com/player/9101/andrew-brunette,https://assets.nhle.com/mugs/nhl/latest/8459596.png,8/24/1973,Canada,185,98,L,,,"('7', '174', '1993')","['1-time AHL Calder Cup Champion', '1-time AHL Second All-Star Team', '1-time CHL Second All-Star Team', '1-time OHL First All-Star Team', '1-time OHL Most Assists', '1-time OHL Most Goals', '1-time OHL Most Points (Eddie Powers Trophy)']",Brunette was selected in the 7th round of the 1993 Draft after leading the OHL with 62 goals and 162 points. He reached the 45-point mark 11 times and set career highs in 2007 with 27 goals and 83 points. He retired in 2012 with 268 goals and 733 points.
76,Pierre Turgeon,Pierre Turgeon,C,C,https://www.nhl.com/player/8451991,https://www.eliteprospects.com/player/8860/pierre-turgeon,https://assets.nhle.com/mugs/nhl/latest/8451991.png,8/28/1969,Canada,185,90,L,,,"('1', '1', '1987')","['1-time Hockey Hall of Fame', '1-time NHL Gentleman Conduct (Lady Byng Trophy)', '1-time QMJHL Offensive Rookie of the Year (Michel Bergeron Trophy)']","Brother : Sylvain Turgeon
Daughters : Elizabeth Turgeon | Valérie Turgeon
Son : Dominic Turgeon
Elected to Hockey Hall of Fame -- 2023


The 5x All-Star scored 515 goals and 812 assists over 19 years playing for Buffalo, Montreal, St. Louis, Dallas, Colorado, and the New York Islanders. Turgeon had 2 seasons with 100+ points, including 1993 when he scored 58 goals and 74 assists and won the Lady Byng Trophy."
77,Ian Laperriere,Ian Laperriere,RW,RW,https://www.nhl.com/player/8459094,https://www.eliteprospects.com/player/8987/ian-laperriere,https://assets.nhle.com/mugs/nhl/latest/8459094.png,1/19/1974,Canada / USA,183,90,R,"['Agitator', 'Enforcer']",,"('7', '158', '1992')","['1-time CHL Third All-Star Team', '1-time NHL Sportsmanship Award (Bill Masterton Trophy)', '1-time QMJHL Most Assists', '1-time QMJHL Rookie of the Year', '1-time QMJHL Second All-Star Team']",Nephew: Shawn Laperrière
78,Brett McLean,Brett McLean,C,C,https://www.nhl.com/player/8465968,https://www.eliteprospects.com/player/4518/brett-mclean,https://assets.nhle.com/mugs/nhl/latest/8465968.png,8/14/1978,Canada,180,84,L,"['Offensive Center', 'Playmaker', 'Puckhandler']",,"('9', '242', '1997')","['1-time NL Champion', '1-time Spengler Cup Winner']",A hardworking center with good defensive skills. McLean is a decent goal scorer and playmaker and has also good hockey sense.
79,Patrice Brisebois,Patrice Brisebois,D,D,https://www.nhl.com/player/8445739,https://www.eliteprospects.com/player/8781/patrice-brisebois,https://assets.nhle.com/mugs/nhl/latest/8445739.png,1/27/1971,Canada,185,89,R,,,"('2', '30', '1989')","['2-time U20 WJC Gold Medal', '1-time CHL Defenseman of the Year', '1-time NHL Stanley Cup Champion', '2-time QMJHL Champion', '1-time QMJHL Defenseman of the Year (Emile Bouchard Trophy)', '1-time QMJHL First All-Star Team', '1-time QMJHL Second All-Star Team']",
80,Antti Laaksonen,Antti Laaksonen,LW,LW,https://www.nhl.com/player/8466316,https://www.eliteprospects.com/player/2675/antti-laaksonen,https://assets.nhle.com/mugs/nhl/latest/8466316.png,10/3/1973,Finland,183,82,L,['Two-Way Forward'],,"('8', '191', '1997')","['1-time World Championship Silver Medal', '1-time Olympic Silver Medal', '1-time AHL Calder Cup Champion']",A reliable and experienced player with a good technique. Defensively strong.
81,Brad Richardson,Brad Richardson,RW,RW/C,https://www.nhl.com/player/8470755,https://www.eliteprospects.com/player/10211/brad-richardson,https://assets.nhle.com/mugs/nhl/latest/8470755.png,2/4/1985,Canada,183,86,L,,,"('5', '163', '2003')","['1-time NHL Stanley Cup Champion', '1-time OHL Third All-Star Team']",
82,Brad May,Brad May,LW,LW,https://www.nhl.com/player/8457261,https://www.eliteprospects.com/player/8971/brad-may,https://assets.nhle.com/mugs/nhl/latest/8457261.png,11/29/1971,Canada,185,97,L,"['Enforcer', 'Grinder', 'Physical Forward']",,"('1', '14', '1990')","['1-time U20 WJC Gold Medal', '1-time World Championship Silver Medal', '1-time NHL Stanley Cup Champion', '2-time OHL Second All-Star Team']",
83,Wojtek Wolski,Wojtek Wolski,LW,LW/RW,https://www.nhl.com/player/8471234,https://www.eliteprospects.com/player/8832/wojtek-wolski,https://assets.nhle.com/mugs/nhl/latest/8471234.png,2/24/1986,Canada / Poland,190,100,L,,,"('1', '21', '2004')","['1-time Olympic Bronze Medal', '1-time KHL Gagarin Cup Champion', '1-time OHL First All-Rookie Team', '1-time OHL First All-Star Team', '1-time OHL Most Outstanding Player (Red Tilson Trophy)', '1-time OHL Second All-Star Team']",
84,Jim Dowd,Jim Dowd,C,C,https://www.nhl.com/player/8456100,https://www.eliteprospects.com/player/8739/jim-dowd,https://assets.nhle.com/mugs/nhl/latest/8456100.png,12/25/1968,USA,185,86,R,,,"('8', '149', '1987')","['1-time NCAA (CCHA) Champion', '1-time NCAA (Championship) Winner', '1-time NCAA (West) First All-American Team', '1-time NCAA (West) Second All-American Team', '1-time NHL Stanley Cup Champion']","Brother: John Dowd
Sons: Jimmy Dowd, Anthony Dowd"
85,Paul Healey,Paul Healey,RW,RW,https://www.nhl.com/player/8459614,https://www.eliteprospects.com/player/9893/paul-healey,https://assets.nhle.com/mugs/nhl/latest/8459614.png,3/20/1975,Canada,188,95,R,,,"('8', '192', '1993')","['1-time AHL Calder Cup Champion', '1-time Slovenian Champion', '1-time WHL (East) Second All-Star Team']",
86,Paul Stastny,Paul Stastny,C,C,https://www.nhl.com/player/8471669,https://www.eliteprospects.com/player/10212/paul-stastny,https://assets.nhle.com/mugs/nhl/latest/8471669.png,12/27/1985,USA / Canada,183,88,L,,,"('2', '44', '2005')","['1-time Olympic Silver Medal', '1-time World Championship Bronze Medal', '1-time NCAA (Championship) Winner', '1-time NCAA (West) Second All-American Team', '1-time NHL All-Rookie Team', '1-time World Championship All-Star Team']",Stastny is a skilled center who plays a two-way game. Owns terrific playmaking/passing skills and sees the ice very well. Could stand to shoot the puck more. Is a hard worker with leadership qualities.
87,Tyler Arnason,Tyler Arnason,C,C/LW,https://www.nhl.com/player/8467483,https://www.eliteprospects.com/player/4746/tyler-arnason,https://assets.nhle.com/mugs/nhl/latest/8467483.png,3/16/1979,USA / Canada,183,93,L,,,"('7', '183', '1998')","['1-time AHL All-Rookie Team', '1-time AHL Rookie of the Year (Red Garrett Memorial Award)', '1-time MJHL Rookie of the Year', '1-time NHL All-Rookie Team', '1-time USHL First All-Star Team']","Arnason was a shifty pivot and solid playmaker but he struggled with consistency, especially as the season dragged on. He was a tricky stickhandler who protected the puck well but he lacked explosiveness in his skating to really surprise defenses. He did have a penetrating shot but too often he shot from too far out. Defensively he struggled with consistency but shook off early-career criticisms to be an average player without the puck. His poor face-off proficiency was a concern, however.
Overall, Arnason was a skilled center with good vision and offensive ability, but would consistently fail to show discipline and motivation in order to really make it as a professional hockey player.
Represented USA on the World championship in 2007."
